identifier	name
AT2G41430	AT2G41430
AT2G41440	AT2G41440
AT2G41445	AT2G41445
AT2G41450	AT2G41450
AT2G41451	AT2G41451
AT2G41460	T26J13-5
AT2G41470	AT2G41470
AT2G41473	AT2G41473
AT2G41475	AT2G41475
AT2G41480	AT2G41480
AT2G41490	AT2G41490
AT2G41500	AT2G41500
AT2G41505	AT2G41505
AT2G41510	AT2G41510
AT2G41515	AT2G41515
AT2G41520	AT2G41520
AT2G41530	AT2G41530
AT2G41540	AT2G41540
AT2G41550	AT2G41550
AT2G41560	AT2G41560
AT2G41590	AT2G41590
AT2G41600	AT2G41600
AT2G41610	AT2G41610
AT2G41620	AT2G41620
AT2G41630	AT2G41630
AT2G41640	AT2G41640
AT2G41650	AT2G41650
AT2G41660	AT2G41660
AT2G41670	AT2G41670
AT2G41680	T32G6-20
AT2G41690	AT2G41690
AT2G41700	AT2G41700
AT2G41705	T11A7-22
AT2G41710	T11A7-19
AT2G41720	AT2G41720
AT2G41730	AT2G41730
AT2G41740	AT2G41740
AT2G41750	AT2G41750
AT2G41760	AT2G41760
AT2G41770	AT2G41770
AT2G41780	AT2G41780
AT2G41790	AT2G41790
AT2G41800	T11A7-10
AT2G41810	T11A7-9
AT2G41820	AT2G41820
AT2G41830	AT2G41830
AT2G41835	AT2G41835
AT2G41840	AT2G41840
AT2G41850	AT2G41850
AT2G41860	AT2G41860
AT2G41870	AT2G41870
AT2G41880	AT2G41880
AT2G41890	AT2G41890
AT2G41900	T6D20-20
AT2G41905	AT2G41905
AT2G41910	AT2G41910
AT2G41920	AT2G41920
AT2G41930	AT2G41930
AT2G41940	AT2G41940
AT2G41945	AT2G41945
AT2G41950	AT2G41950
AT2G41960	T6D20-15
AT2G41970	AT2G41970
AT2G41980	AT2G41980
AT2G41990	T6D20-12
AT2G42000	AT2G42000
AT2G42005	AT2G42005
AT2G42010	AT2G42010
AT2G42030	AT2G42030
AT2G42040	T6D20-7
AT2G42060	AT2G42060
AT2G42070	AT2G42070
AT2G42065	AT2G42065
AT2G42080	AT2G42080
AT2G42090	AT2G42090
AT2G42100	AT2G42100
AT2G42110	AT2G42110
AT2G42120	AT2G42120
AT2G42130	AT2G42130
AT2G42140	AT2G42140
AT2G42150	T24P15-6
AT2G42160	AT2G42160
AT2G42170	AT2G42170
AT2G42180	AT2G42180
AT2G42190	T24P15-10
AT2G42200	AT2G42200
AT2G42210	AT2G42210
AT2G42220	AT2G42220
AT2G42230	AT2G42230
AT2G42240	AT2G42240
AT2G42250	AT2G42250
AT2G42260	AT2G42260
AT2G42270	AT2G42270
AT2G42280	AT2G42280
AT2G42290	AT2G42290
AT2G42300	AT2G42300
AT2G42310	AT2G42310
AT2G42320	MHK10-4
AT2G42330	STIPL2
AT2G42340	MHK10-6
AT2G42350	AT2G42350
AT2G42360	AT2G42360
AT2G42370	AT2G42370
AT2G42380	AT2G42380
AT2G42390	AT2G42390
AT2G42395	AT2G42395
AT2G42400	AT2G42400
AT2G42410	AT2G42410
AT2G42430	AT2G42430
AT2G42440	AT2G42440
AT2G42450	AT2G42450
AT2G42455	AT2G42455
AT2G42460	MHK10-18
AT2G42465	AT2G42465
AT2G42470	MHK10-19
AT2G42475	MHK10-20
AT2G42480	AT2G42480
AT2G42490	MHK10-21
AT2G42500	AT2G42500
AT2G42510	AT2G42510
AT2G42520	AT2G42520
AT2G42530	AT2G42530
AT2G42540	AT2G42540
AT2G42550	AT2G42550
AT2G42560	F14N22-17
AT2G42570	AT2G42570
AT2G42580	AT2G42580
AT2G42590	AT2G42590
AT2G42600	AT2G42600
AT2G42610	AT2G42610
AT2G42620	AT2G42620
AT2G42640	AT2G42640
AT2G42650	AT2G42650
AT2G42660	AT2G42660
AT2G42670	AT2G42670
AT2G42680	AT2G42680
AT2G42690	F14N22-2
AT2G42700	AT2G42700
AT2G42710	AT2G42710
AT2G42720	AT2G42720
AT2G42725	AT2G42725
AT2G42730	AT2G42730
AT2G42740	AT2G42740
AT2G42750	AT2G42750
AT2G42760	AT2G42760
AT2G42770	AT2G42770
AT2G42780	AT2G42780
AT2G42790	AT2G42790
AT2G42800	AT2G42800
AT2G42810	AT2G42810
AT2G42820	AT2G42820
AT2G42830	AT2G42830
AT2G42840	AT2G42840
AT2G42850	AT2G42850
AT2G42860	AT2G42860
AT2G42865	AT2G42865
AT2G42870	AT2G42870
AT2G42880	AT2G42880
AT2G42885	F7D19
AT2G42890	AT2G42890
AT2G42900	F23E6-13
AT2G42910	AT2G42910
AT2G42920	AT2G42920
AT2G42930	AT2G42930
AT2G42940	AT2G42940
AT2G42950	F7D19-5
AT2G42955	F7D19-3
AT2G42960	AT2G42960
AT2G42975	AT2G42975
AT2G42980	AT2G42980
AT2G42990	AT2G42990
AT2G43000	AT2G43000
AT2G43010	AT2G43010
AT2G43020	AT2G43020
AT2G43030	AT2G43030
AT2G43040	AT2G43040
AT2G43050	AT2G43050
AT2G43060	AT2G43060
AT2G43070	AT2G43070
AT2G43080	AT2G43080
AT2G43090	AT2G43090
AT2G43100	AT2G43100
AT2G43110	AN1-LOCUS11074
AT2G43120	AT2G43120
AT2G43130	AT2G43130
AT2G43140	AT2G43140
AT2G43150	AT2G43150
AT2G43160	AT2G43160
AT2G43180	AT2G43180
AT2G43190	AT2G43190
AT2G43200	AT2G43200
AT2G43210	AT2G43210
AT2G43220	AT2G43220
AT2G43230	AT2G43230
AT2G43235	AT2G43235
AT2G43240	AT2G43240
AT2G43250	AT2G43250
AT2G43255	F14B2-26
AT2G43260	AT2G43260
AT2G43261	AT2G43261
AT2G43270	AT2G43270
AT2G43280	AT2G43280
AT2G43290	AT2G43290
AT2G43310	AT2G43310
AT2G43320	AT2G43320
AT2G43330	AT2G43330
AT2G43340	AT2G43340
AT2G43350	AT2G43350
AT2G43360	AT2G43360
AT2G43370	AT2G43370
AT2G43386	AT2G43386
AT2G43390	AT2G43390
AT2G43400	AT2G43400
AT2G43410	T1O24-15
AT2G43420	AT2G43420
AT2G43430	AT2G43430
AT2G43440	AT2G43440
AT2G43445	T1O24-18
AT2G43450	AT2G43450
AT2G43460	AT2G43460
AT2G43465	AT2G43465
AT2G43470	AT2G43470
AT2G43480	AT2G43480
AT2G43490	T1O24-23
AT2G43500	AT2G43500
AT2G43510	AT2G43510
AT2G43520	AT2G43520
AT2G43530	AT2G43530
AT2G43535	AT2G43535
AT2G43540	T1O24-28
AT2G43550	AT2G43550
AT2G43560	AT2G43560
AT2G43570	AT2G43570
AT2G43580	AN1-LOCUS11119
AT2G43590	AT2G43590
AT2G43600	AT2G43600
AT2G43610	AT2G43610
AT2G43620	AT2G43620
AT2G43630	AT2G43630
AT2G43640	AT2G43640
AT2G43650	AT2G43650
AT2G43660	AT2G43660
AT2G43670	AT2G43670
AT2G43680	AT2G43680
AT2G43690	AT2G43690
AT2G43700	AT2G43700
AT2G43710	AT2G43710
AT2G43720	AT2G43720
AT2G43730	AT2G43730
AT2G43740	AT2G43740
AT2G43745	AT2G43745
AT2G43750	F18O19-14
AT2G43760	AT2G43760
AT2G43770	AT2G43770
AT2G43780	AT2G43780
AT2G43790	AT2G43790
AT2G43795	AT2G43795
AT2G43800	AT2G43800
AT2G43810	AT2G43810
AT2G43820	AT2G43820
AT2G43840	AT2G43840
AT2G43850	AT2G43850
AT2G43860	AT2G43860
AT2G43865	AT2G43865
AT2G43870	AT2G43870
AT2G43880	AT2G43880
AT2G43890	AT2G43890
AT2G43900	AT2G43900
AT2G43910	AT2G43910
AT2G43920	AT2G43920
AT2G43930	F6E13-6
AT2G43940	AT2G43940
AT2G43945	AT2G43945
AT2G43950	AT2G43950
AT2G43960	AT2G43960
AT2G43970	AT2G43970
AT2G43980	AT2G43980
AT2G43990	AT2G43990
AT2G44000	F6E13-13
AT2G44010	AT2G44010
AT2G44020	AT2G44020
AT2G44030	AT2G44030
AT2G44040	AT2G44040
AT2G44050	F6E13-18
AT2G44060	AT2G44060
AT2G44065	AT2G44065
AT2G44070	F6E13-20
AT2G44080	F6E13-21
AT2G44090	AT2G44090
AT2G44100	AT2G44100
AT2G44110	AT2G44110
AT2G44120	AT2G44120
AT2G44140	AT2G44140
AT2G44130	AT2G44130
AT2G44150	AT2G44150
AT2G44160	AT2G44160
AT2G44175	AT2G44175
AT2G44180	AT2G44180
AT2G44190	AT2G44190
AT2G44195	F4I1-13
AT2G44198	AT2G44198
AT2G44200	F4I1-1
AT2G44210	F4I1-2
AT2G44220	F4I1-3
AT2G44230	F4I1-4
AT2G44240	AT2G44240
AT2G44250	F4I1-6
AT2G44260	AT2G44260
AT2G44270	AT2G44270
AT2G44280	F4I1-9
AT2G44290	AT2G44290
AT2G44300	AT2G44300
AT2G44310	AT2G44310
AT2G44330	AT2G44330
AT2G44340	AT2G44340
AT2G44350	AT2G44350
AT2G44360	AT2G44360
AT2G44370	F4I1-18
AT2G44380	AT2G44380
AT2G44390	F4I1-20
AT2G44400	AT2G44400
AT2G44410	F4I1-22
AT2G44420	AT2G44420
AT2G44430	AT2G44430
AT2G44440	AT2G44440
AT2G44450	AT2G44450
AT2G44460	AT2G44460
AT2G44470	AT2G44470
AT2G44480	AT2G44480
AT2G44490	AT2G44490
AT2G44500	AT2G44500
AT2G44510	AT2G44510
AT2G44520	AT2G44520
AT2G44525	AT2G44525
AT2G44530	AT2G44530
AT2G44540	AT2G44540
AT2G44550	AT2G44550
AT2G44560	AT2G44560
AT2G44570	AT2G44570
AT2G44581	AT2G44581
AT2G44578	AT2G44578
AT2G44580	F16B22-7
AT2G44590	AT2G44590
AT2G44600	AT2G44600
AT2G44610	AT2G44610
AT2G44620	AT2G44620
AT2G44630	F16B22-12
AT2G44640	AT2G44640
AT2G44650	AT2G44650
AT2G44660	AT2G44660
AT2G44670	AT2G44670
AT2G44680	AT2G44680
AT2G44690	AT2G44690
AT2G44700	AT2G44700
AT2G44710	AT2G44710
AT2G44730	F16B22-22
AT2G44735	AT2G44735
AT2G44740	AT2G44740
AT2G44745	AT2G44745
AT2G44750	AT2G44750
AT2G44760	F16B22-25
AT2G44770	AT2G44770
AT2G44790	AT2G44790
AT2G44800	AT2G44800
AT2G44810	AT2G44810
AT2G44820	AT2G44820
AT2G44830	AT2G44830
AT2G44840	AT2G44840
AT2G44850	AT2G44850
AT2G44860	AT2G44860
AT2G44870	T13E15-12
AT2G44880	AT2G44880
AT2G44890	AT2G44890
AT2G44900	AT2G44900
AT2G44910	AT2G44910
AT2G44920	AT2G44920
AT2G44925	AT2G44925
AT2G44930	AT2G44930
AT2G44940	AT2G44940
AT2G44950	AT2G44950
AT2G44970	T14P1-23
AT2G44980	AT2G44980
AT2G44990	AT2G44990
AT2G44993	AT2G44993
AT2G45000	AT2G45000
AT2G45010	T14P1-19
AT2G45030	AT2G45030
AT2G45040	AT2G45040
AT2G45050	AT2G45050
AT2G45060	AT2G45060
AT2G45070	AT2G45070
AT2G45080	AT2G45080
AT2G45100	AT2G45100
AT2G45110	AT2G45110
AT2G45120	AT2G45120
AT2G45130	AT2G45130
AT2G45135	AT2G45135
AT2G45140	AT2G45140
AT2G45150	AT2G45150
AT2G45160	AT2G45160
AT2G45170	AT2G45170
AT2G45180	AT2G45180
AT2G45190	AT2G45190
AT2G45200	AT2G45200
AT2G45210	AT2G45210
AT2G45220	AT2G45220
AT2G45240	AT2G45240
AT2G45243	AT2G45243
AT2G45250	AT2G45250
AT2G45260	F4L23-23
AT2G45270	AT2G45270
AT2G45280	AT2G45280
AT2G45290	F4L23-20
AT2G45300	AT2G45300
AT2G45310	AT2G45310
AT2G45320	AT2G45320
AT2G45330	AT2G45330
AT2G45340	AT2G45340
AT2G45350	AT2G45350
AT2G45360	AT2G45360
AT2G45380	AT2G45380
AT2G45400	AT2G45400
AT2G45403	AT2G45403
AT2G45405	AT2G45405
AT2G45406	AT2G45406
AT2G45410	AT2G45410
AT2G45420	AT2G45420
AT2G45430	AT2G45430
AT2G45440	AT2G45440
AT2G45450	AT2G45450
AT2G45460	F4L23-3
AT2G45470	AT2G45470
AT2G45480	AT2G45480
AT2G45490	AT2G45490
AT2G45500	AT2G45500
AT2G45510	AT2G45510
AT2G45520	F17K2-5
AT2G45530	AT2G45530
AT2G45540	AT2G45540
AT2G45550	AT2G45550
AT2G45560	AT2G45560
AT2G45570	AT2G45570
AT2G45580	AT2G45580
AT2G45590	AT2G45590
AT2G45600	AT2G45600
AT2G45610	AT2G45610
AT2G45620	AT2G45620
AT2G45630	AT2G45630
AT2G45640	AT2G45640
AT2G45650	AT2G45650
AT2G45660	AT2G45660
AT2G45670	AT2G45670
AT2G45680	AT2G45680
AT2G45690	AT2G45690
AT2G45695	AT2G45695
AT2G45700	AT2G45700
AT2G45710	AT2G45710
AT2G45720	AT2G45720
AT2G45730	AT2G45730
AT2G45740	AT2G45740
AT2G45750	AT2G45750
AT2G45760	AT2G45760
AT2G45770	AT2G45770
AT2G45790	AT2G45790
AT2G45800	AT2G45800
AT2G45810	AT2G45810
AT2G45820	AT2G45820
AT2G45830	AT2G45830
AT2G45840	F4I18-18
AT2G45850	AT2G45850
AT2G45860	AT2G45860
AT2G45870	AT2G45870
AT2G45880	AT2G45880
AT2G45890	AT2G45890
AT2G45900	AT2G45900
AT2G45910	AT2G45910
AT2G45920	AT2G45920
AT2G45930	AT2G45930
AT2G45940	AT2G45940
AT2G45950	AT2G45950
AT2G45960	AT2G45960
AT2G45970	AT2G45970
AT2G45980	ATI1
AT2G45990	F4I18-49
AT2G46000	F4I18-48
AT2G46020	AT2G46020
AT2G46030	AT2G46030
AT2G46040	AT2G46040
AT2G46050	AT2G46050
AT2G46060	T3F17-29
AT2G46070	AT2G46070
AT2G46080	AT2G46080
AT2G46090	AT2G46090
AT2G46100	T3F17-25
AT2G46110	AT2G46110
AT2G46130	AT2G46130
AT2G46140	T3F17-21
AT2G46150	T3F17-20
AT2G46160	AT2G46160
AT2G46170	AT2G46170
AT2G46180	AT2G46180
AT2G46190	T3F17-16
AT2G46200	AT2G46200
AT2G46210	AT2G46210
AT2G46220	AT2G46220
AT2G46225	AT2G46225
AT2G46230	AT2G46230
AT2G46240	AT2G46240
AT2G46250	T3F17-10
AT2G46260	T3F17-9
AT2G46270	AT2G46270
AT2G46280	AT2G46280
AT2G46290	AT2G46290
AT2G46300	T3F17-5
AT2G46308	AT2G46308
AT2G46310	AT2G46310
AT2G46320	T3F17-3
AT2G46330	AT2G46330
AT2G46340	AT2G46340
AT2G46360	AT2G46360
AT2G46370	AT2G46370
AT2G46375	AT2G46375
AT2G46380	AT2G46380
AT2G46390	AT2G46390
AT2G46400	AT2G46400
AT2G46410	AT2G46410
AT2G46420	AT2G46420
AT2G46430	AT2G46430
AT2G46440	AT2G46440
AT2G46450	AT2G46450
AT2G46455	AT2G46455
AT2G46460	F11C10-15
AT2G46470	AT2G46470
AT2G46480	AT2G46480
AT2G46490	F11C10-31
AT2G46493	AT2G46493
AT2G46494	AT2G46494
AT2G46495	AT2G46495
AT2G46500	AT2G46500
AT2G46505	SDH4
AT2G46510	AT2G46510
AT2G46520	AT2G46520
AT2G46530	AT2G46530
AT2G46535	AT2G46535
AT2G46540	F13A10-7
AT2G46550	F13A10-8
AT2G46560	F13A10-9
AT2G46570	AT2G46570
AT2G46567	AT2G46567
AT2G46580	AT2G46580
AT2G46590	AT2G46590
AT2G46600	F13A10-13
AT2G46610	AT2G46610
AT2G46620	AT2G46620
AT2G46630	T3A4-1
AT2G46640	AT2G46640
AT2G46650	AT2G46650
AT2G46660	AT2G46660
AT2G46670	AT2G46670
AT2G46680	AT2G46680
AT2G46690	AT2G46690
AT2G46700	AT2G46700
AT2G46710	AT2G46710
AT2G46720	AT2G46720
AT2G46735	AT2G46735
AT2G46740	AT2G46740
AT2G46750	AT2G46750
AT2G46760	AT2G46760
AT2G46765	AT2G46765
AT2G46770	AT2G46770
AT2G46780	F19D11-6
AT2G46790	AT2G46790
AT2G46800	AT2G46800
AT2G46810	AT2G46810
AT2G46820	AT2G46820
AT2G46830	AT2G46830
AT2G46840	DUF4
AT2G46850	AT2G46850
AT2G46860	AT2G46860
AT2G46870	AT2G46870
AT2G46880	AT2G46880
AT2G46890	F14M4-28
AT2G46900	F14M4-27
AT2G46910	AT2G46910
AT2G46915	AT2G46915
AT2G46920	F14M4-25
AT2G46930	PAE3
AT2G46940	F14M4-23
AT2G46950	AT2G46950
AT2G46960	AT2G46960
AT2G46970	AT2G46970
AT2G46980	AT2G46980
AT2G46990	AT2G46990
AT2G46995	AT2G46995
AT2G47000	AT2G47000
AT2G47010	F14M4-16
AT2G47020	F14M4-15
AT2G47030	AT2G47030
AT2G47040	AT2G47040
AT2G47050	F14M4-12
AT2G47060	AT2G47060
AT2G47070	AT2G47070
AT2G47090	F14M4-8
AT2G47110	AT2G47110
AT2G47115	AT2G47115
AT2G47120	AT2G47120
AT2G47130	AT2G47130
AT2G47140	AT2G47140
AT2G47150	F14M4-2
AT2G47160	AT2G47160
AT2G47170	AT2G47170
AT2G47180	AT2G47180
AT2G47190	AT2G47190
AT2G47200	T8I13-4
AT2G47210	AT2G47210
AT2G47220	AT2G47220
AT2G47230	AT2G47230
AT2G47240	AT2G47240
AT2G47245	AT2G47245
AT2G47250	AT2G47250
AT2G47260	AT2G47260
AT2G47270	AT2G47270
AT2G47280	AT2G47280
AT2G47300	POP1
AT2G47310	T8I13-15
AT2G47320	AT2G47320
AT2G47330	AT2G47330
AT2G47340	T8I13-18
AT2G47350	T8I13-19
AT2G47360	T8I13-20
AT2G47370	T8I13-21
AT2G47380	T8I13-22
AT2G47390	AT2G47390
AT2G47400	AT2G47400
AT2G47410	AT2G47410
AT2G47420	AT2G47420
AT2G47430	AT2G47430
AT2G47440	AT2G47440
AT2G47450	AT2G47450
AT2G47460	AT2G47460
AT2G47470	AT2G47470
AT2G47480	AT2G47480
AT2G47485	AT2G47485
AT2G47490	AT2G47490
AT2G47500	AT2G47500
AT2G47510	AT2G47510
AT2G47520	AT2G47520
AT2G47530	T30B22-17
AT2G47540	T30B22-16
AT2G47550	AT2G47550
AT2G47560	AT2G47560
AT2G47570	AT2G47570
AT2G47580	AT2G47580
AT2G47590	AT2G47590
AT2G47600	AT2G47600
AT2G47610	AT2G47610
AT2G47620	AT2G47620
AT2G47630	AT2G47630
AT2G47640	AT2G47640
AT2G47650	AT2G47650
AT2G47670	PMEI6
AT2G47680	F17A22-7
AT2G47690	F17A22-8
AT2G47700	AT2G47700
AT2G47710	AT2G47710
AT2G47730	AT2G47730
AT2G47720	F17A22-11
AT2G47750	AT2G47750
AT2G47760	AT2G47760
AT2G47770	F17A22-16
AT2G47780	F17A22-17
AT2G47790	AT2G47790
AT2G47800	AT2G47800
AT2G47810	AT2G47810
AT2G47820	F17A22-21
AT2G47830	AT2G47830
AT2G47840	AT2G47840
AT2G47844	AT2G47844
AT2G47850	F17A22-24
AT2G47860	AT2G47860
AT2G47870	AT2G47870
AT2G47880	AT2G47880
AT2G47885	AT2G47885
AT2G47890	AT2G47890
AT2G47900	AT2G47900
AT2G47910	CRR6
AT2G47920	AT2G47920
AT2G47930	AT2G47930
AT2G47935	AT2G47935
AT2G47940	AT2G47940
AT2G47950	T9J23-9
AT2G47960	AT2G47960
AT2G47970	T9J23-1
AT2G47980	AT2G47980
AT2G47990	AT2G47990
AT2G48000	AT2G48000
AT2G48010	AT2G48010
AT2G48020	AT2G48020
AT2G48030	AT2G48030
AT2G48060	AT2G48060
AT2G48070	AT2G48070
AT2G48075	AT2G48075
AT2G48080	T9J23-23
AT2G48090	T9J23-24
AT2G48100	AT2G48100
AT2G48110	AT2G48110
AT2G48120	AT2G48120
AT2G48121	AT2G48121
AT2G48130	AT2G48130
AT2G48140	AT2G48140
AT2G48150	AT2G48150
AT2G48160	AT2G48160
AT4G00005	AT4G00005
AT4G00020	AT4G00020
AT4G00026	AT4G00026
AT4G00030	AT4G00030
AT4G00040	F6N15-12
AT4G00050	AT4G00050
AT4G00060	AT4G00060
AT4G00070	AT4G00070
AT4G00080	AT4G00080
AT4G00090	F6N15-8
AT4G00100	AT4G00100
AT4G00110	AT4G00110
AT4G00120	AT4G00120
AT4G00130	AT4G00130
AT4G00140	AT4G00140
AT4G00150	AT4G00150
AT4G00155	AT4G00155
AT4G00160	F6N15-5
AT4G00163	AT4G00163
AT4G00165	F6N15-21
AT4G00170	AT4G00170
AT4G00180	AT4G00180
AT4G00190	AT4G00190
AT4G00200	AT4G00200
AT4G00210	AT4G00210
AT4G00220	AT4G00220
AT4G00230	AT4G00230
AT4G00231	AT4G00231
AT4G00232	F6N15
AT4G00234	AT4G00234
AT4G00238	AT4G00238
AT4G00240	AT4G00240
AT4G00250	AT4G00250
AT4G00260	AT4G00260
AT4G00270	AT4G00270
AT4G00280	AT4G00280
AT4G00290	AT4G00290
AT4G00295	AT4G00295
AT4G00300	AT4G00300
AT4G00305	AT4G00305
AT4G00310	AT4G00310
AT4G00315	AT4G00315
AT4G00320	AT4G00320
AT4G00330	AT4G00330
AT4G00335	AT4G00335
AT4G00340	AT4G00340
AT4G00342	AT4G00342
AT4G00350	AT4G00350
AT4G00355	AT4G00355
AT4G00360	AT4G00360
AT4G00370	AT4G00370
AT4G00380	AT4G00380
AT4G00390	AT4G00390
AT4G00400	AT4G00400
AT4G00416	AT4G00416
AT4G00420	AT4G00420
AT4G00430	AT4G00430
AT4G00440	AT4G00440
AT4G00450	AT4G00450
AT4G00460	AT4G00460
AT4G00467	AT4G00467
AT4G00480	AT4G00480
AT4G00490	AT4G00490
AT4G00500	AT4G00500
AT4G00520	AT4G00520
AT4G00525	AT4G00525
AT4G00530	AT4G00530
AT4G00540	AT4G00540
AT4G00550	AT4G00550
AT4G00560	AT4G00560
AT4G00570	AT4G00570
AT4G00580	F6N23-4
AT4G00585	AT4G00585
AT4G00590	AT4G00590
AT4G00600	AT4G00600
AT4G00610	AT4G00610
AT4G00620	AT4G00620
AT4G00630	AT4G00630
AT4G00650	F6N23-25
AT4G00651	AT4G00651
AT4G00660	AT4G00660
AT4G00670	AT4G00670
AT4G00680	ADF8
AT4G00690	AT4G00690
AT4G00695	AT4G00695
AT4G00700	AT4G00700
AT4G00710	AT4G00710
AT4G00720	AT4G00720
AT4G00730	ANL2
AT4G00740	AT4G00740
AT4G00750	AT4G00750
AT4G00752	AT4G00752
AT4G00755	AT4G00755
AT4G00760	AT4G00760
AT4G00770	AT4G00770
AT4G00780	AT4G00780
AT4G00800	AT4G00800
AT4G00810	AT4G00810
AT4G00820	AT4G00820
AT4G00830	AT4G00830
AT4G00840	AT4G00840
AT4G00850	AT4G00850
AT4G00860	AT4G00860
AT4G00870	AT4G00870
AT4G00872	AT4G00872
AT4G00880	AT4G00880
AT4G00883	AT4G00883
AT4G00890	AT4G00890
AT4G00889	AT4G00889
AT4G00893	AT4G00893
AT4G00895	AT4G00895
AT4G00900	AT4G00900
AT4G00910	AT4G00910
AT4G00905	AT4G00905
AT4G00920	AT4G00920
AT4G00925	AT4G00925
AT4G00930	AT4G00930
AT4G00940	AT4G00940
AT4G00950	AT4G00950
AT4G00953	AT4G00953
AT4G00955	AT4G00955
AT4G00960	AT4G00960
AT4G00970	AT4G00970
AT4G00980	AT4G00980
AT4G00990	AT4G00990
AT4G01000	AT4G01000
AT4G01010	AT4G01010
AT4G01020	AT4G01020
AT4G01023	AT4G01023
AT4G01026	AT4G01026
AT4G01030	AT4G01030
AT4G01037	A-IG002N01-30
AT4G01040	AT4G01040
AT4G01050	AT4G01050
AT4G01060	AT4G01060
AT4G01070	AT4G01070
AT4G01080	AT4G01080
AT4G01090	AT4G01090
AT4G01100	AT4G01100
AT4G01110	AT4G01110
AT4G01120	AT4G01120
AT4G01130	AT4G01130
AT4G01140	F2N1-38
AT4G01150	AT4G01150
AT4G01160	AT4G01160
AT4G01170	AT4G01170
AT4G01180	F2N1-10
AT4G01190	AT4G01190
AT4G01200	AT4G01200
AT4G01210	AT4G01210
AT4G01220	AT4G01220
AT4G01230	AT4G01230
AT4G01240	F2N1-7
AT4G01250	AT4G01250
AT4G01245	AT4G01245
AT4G01260	F2N1-32
AT4G01270	AT4G01270
AT4G01280	AT4G01280
AT4G01290	AT4G01290
AT4G01310	AT4G01310
AT4G01320	AT4G01320
AT4G01330	AT4G01330
AT4G01335	AT4G01335
AT4G01340	AT4G01340
AT4G01350	AT4G01350
AT4G01360	AT4G01360
AT4G01370	AT4G01370
AT4G01380	AT4G01380
AT4G01390	AT4G01390
AT4G01395	AT4G01395
AT4G01400	AT4G01400
AT4G01410	AT4G01410
AT4G01420	AT4G01420
AT4G01430	AT4G01430
AT4G01435	AT4G01435
AT4G01440	AT4G01440
AT4G01450	AT4G01450
AT4G01460	AT4G01460
AT4G01470	AT4G01470
AT4G01480	AT4G01480
AT4G01500	AT4G01500
AT4G01510	AT4G01510
AT4G01516	AT4G01516
AT4G01520	AT4G01520
AT4G01535	AT4G01535
AT4G01540	AT4G01540
AT4G01550	AT4G01550
AT4G01560	AT4G01560
AT4G01570	AT4G01570
AT4G01575	AT4G01575
AT4G01580	AT4G01580
AT4G01590	AT4G01590
AT4G01595	AT4G01595
AT4G01600	AT4G01600
AT4G01610	AT4G01610
AT4G01630	AT4G01630
AT4G01640	AT4G01640
AT4G01650	AT4G01650
AT4G01660	AT4G01660
AT4G01670	T15B16-23
AT4G01671	AT4G01671
AT4G01680	AT4G01680
AT4G01690	AT4G01690
AT4G01700	T15B16-5
AT4G01703	AT4G01703
AT4G01710	AT4G01710
AT4G01720	AT4G01720
AT4G01730	AT4G01730
AT4G01735	AT4G01735
AT4G01740	T15B16-10
AT4G01750	AT4G01750
AT4G01760	AT4G01760
AT4G01770	AT4G01770
AT4G01780	AT4G01780
AT4G01790	AT4G01790
AT4G01800	AT4G01800
AT4G01810	AT4G01810
AT4G01820	AT4G01820
AT4G01830	AT4G01830
AT4G01840	AT4G01840
AT4G01850	AT4G01850
AT4G01860	T7B11-12
AT4G01870	T7B11-13
AT4G01880	AT4G01880
AT4G01883	AT4G01883
AT4G01890	AT4G01890
AT4G01895	AT4G01895
AT4G01897	AT4G01897
AT4G01900	AT4G01900
AT4G01910	T7B11-17
AT4G01915	AT4G01915
AT4G01920	T7B11-18
AT4G01925	AT4G01925
AT4G01930	T7B11-19
AT4G01935	AT4G01935
AT4G01940	AT4G01940
AT4G01950	AT4G01950
AT4G01960	AT4G01960
AT4G01970	AT4G01970
AT4G01985	AT4G01985
AT4G01990	T7B11-26
AT4G01995	AT4G01995
AT4G02000	AT4G02000
AT4G02010	T10M13-2
AT4G02020	AT4G02020
AT4G02030	AT4G02030
AT4G02040	AT4G02040
AT4G02050	AT4G02050
AT4G02060	AT4G02060
AT4G02070	AT4G02070
AT4G02075	PIT1
AT4G02080	AT4G02080
AT4G02090	AT4G02090
AT4G02100	T10M13-11
AT4G02110	AT4G02110
AT4G02120	AT4G02120
AT4G02130	AT4G02130
AT4G02140	AT4G02140
AT4G02150	AT4G02150
AT4G02160	T10M13-23
AT4G02170	T10M13-17
AT4G02180	T10M13-24
AT4G02190	AT4G02190
AT4G02195	AT4G02195
AT4G02200	AT4G02200
AT4G02210	AT4G02210
AT4G02220	AT4G02220
AT4G02230	AT4G02230
AT4G02235	AT4G02235
AT4G02250	T2H3-11
AT4G02260	AT4G02260
AT4G02270	AT4G02270
AT4G02280	AT4G02280
AT4G02290	AT4G02290
AT4G02300	AT4G02300
AT4G02310	AT4G02310
AT4G02320	AT4G02320
AT4G02330	AT4G02330
AT4G02340	AT4G02340
AT4G02350	AT4G02350
AT4G02360	T14P8-17
AT4G02370	T14P8-18
AT4G02380	AT4G02380
AT4G02390	AT4G02390
AT4G02400	T14P8-20
AT4G02405	AT4G02405
AT4G02410	AT4G02410
AT4G02420	AT4G02420
