identifier	name
AT5G06905	AT5G06905
AT5G06910	AT5G06910
AT5G06920	AT5G06920
AT5G06930	MOJ9-10
AT5G06940	AT5G06940
AT5G06950	AT5G06950
AT5G06960	AT5G06960
AT5G06970	AT5G06970
AT5G06980	AT5G06980
AT5G06990	AT5G06990
AT5G07000	AT5G07000
AT5G07010	AT5G07010
AT5G07020	AT5G07020
AT5G07030	AT5G07030
AT5G07040	AT5G07040
AT5G07050	AT5G07050
AT5G07060	AT5G07060
AT5G07070	AT5G07070
AT5G07080	T28J14-20
AT5G07090	AT5G07090
AT5G07100	AT5G07100
AT5G07110	AT5G07110
AT5G07120	AT5G07120
AT5G07130	AT5G07130
AT5G07140	AT5G07140
AT5G07150	AT5G07150
AT5G07160	AT5G07160
AT5G07165	AT5G07165
AT5G07170	T28J14-110
AT5G07175	AT5G07175
AT5G07180	AT5G07180
AT5G07190	AT5G07190
AT5G07200	AT5G07200
AT5G07210	AT5G07210
AT5G07220	AT5G07220
AT5G07225	AT5G07225
AT5G07230	AT5G07230
AT5G07240	AT5G07240
AT5G07250	AT5G07250
AT5G07260	AT5G07260
AT5G07270	AT5G07270
AT5G07280	AT5G07280
AT5G07290	AT5G07290
AT5G07300	AT5G07300
AT5G07310	AT5G07310
AT5G07320	AT5G07320
AT5G07330	T2I1-40
AT5G07340	AT5G07340
AT5G07350	AT5G07350
AT5G07360	AT5G07360
AT5G07370	AT5G07370
AT5G07380	T2I1-90
AT5G07390	T2I1-100
AT5G07400	T2I1-110
AT5G07410	AT5G07410
AT5G07420	AT5G07420
AT5G07430	AT5G07430
AT5G07440	AT5G07440
AT5G07450	AT5G07450
AT5G07460	AT5G07460
AT5G07470	AT5G07470
AT5G07475	AT5G07475
AT5G07480	AT5G07480
AT5G07490	AT5G07490
AT5G07500	AT5G07500
AT5G07510	AT5G07510
AT5G07520	AT5G07520
AT5G07530	AT5G07530
AT5G07540	AT5G07540
AT5G07545	AT5G07545
AT5G07550	AT5G07550
AT5G07560	AT5G07560
AT5G07570	T2I1-280
AT5G07571	AT5G07571
AT5G07572	AT5G07572
AT5G07580	AT5G07580
AT5G07590	AT5G07590
AT5G07600	AT5G07600
AT5G07610	AT5G07610
AT5G07620	MBK20-5
AT5G07630	MBK20-7
AT5G07640	MBK20-8
AT5G07650	AT5G07650
AT5G07660	AT5G07660
AT5G07670	AT5G07670
AT5G07680	AT5G07680
AT5G07690	AT5G07690
AT5G07700	AT5G07700
AT5G07710	AT5G07710
AT5G07720	AT5G07720
AT5G07730	MBK20-19
AT5G07740	AT5G07740
AT5G07760	AT5G07760
AT5G07770	AT5G07770
AT5G07780	AT5G07780
AT5G07790	AT5G07790
AT5G07800	AT5G07800
AT5G07810	AT5G07810
AT5G07820	AT5G07820
AT5G07830	AT5G07830
AT5G07840	AT5G07840
AT5G07850	AT5G07850
AT5G07860	AT5G07860
AT5G07870	F13G24-70
AT5G07880	AT5G07880
AT5G07890	AT5G07890
AT5G07900	AT5G07900
AT5G07910	AT5G07910
AT5G07920	AT5G07920
AT5G07930	AT5G07930
AT5G07940	AT5G07940
AT5G07950	AT5G07950
AT5G07960	AT5G07960
AT5G07970	AT5G07970
AT5G07980	AT5G07980
AT5G07990	AT5G07990
AT5G08000	AT5G08000
AT5G08005	AT5G08005
AT5G08010	AT5G08010
AT5G08020	AT5G08020
AT5G08030	AT5G08030
AT5G08040	AT5G08040
AT5G08050	AT5G08050
AT5G08055	AT5G08055
AT5G08060	AT5G08060
AT5G08070	AT5G08070
AT5G08080	AT5G08080
AT5G08090	AT5G08090
AT5G08100	AT5G08100
AT5G08110	AT5G08110
AT5G08120	AT5G08120
AT5G08130	AT5G08130
AT5G08139	AT5G08139
AT5G08141	AT5G08141
AT5G08150	AT5G08150
AT5G08160	AT5G08160
AT5G08170	AT5G08170
AT5G08180	AT5G08180
AT5G08190	AT5G08190
AT5G08200	AT5G08200
AT5G08230	AT5G08230
AT5G08240	AT5G08240
AT5G08250	AT5G08250
AT5G08260	SCPL35
AT5G08270	AT5G08270
AT5G08280	AT5G08280
AT5G08290	AT5G08290
AT5G08300	AT5G08300
AT5G08305	AT5G08305
AT5G08310	AT5G08310
AT5G08315	F8L15
AT5G08320	AT5G08320
AT5G08330	AT5G08330
AT5G08335	AT5G08335
AT5G08340	AT5G08340
AT5G08350	AT5G08350
AT5G08360	F8L15-90
AT5G08370	AT5G08370
AT5G08380	AT5G08380
AT5G08391	AT5G08391
AT5G08390	AT5G08390
AT5G08400	AT5G08400
AT5G08410	AT5G08410
AT5G08415	AT5G08415
AT5G08420	AT5G08420
AT5G08430	AT5G08430
AT5G08440	AT5G08440
AT5G08450	AT5G08450
AT5G08460	AT5G08460
AT5G08470	AT5G08470
AT5G08480	AT5G08480
AT5G08490	AT5G08490
AT5G08500	AT5G08500
AT5G08505	AT5G08505
AT5G08510	AT5G08510
AT5G08520	AT5G08520
AT5G08530	AT5G08530
AT5G08535	AT5G08535
AT5G08540	AT5G08540
AT5G08550	AT5G08550
AT5G08560	AT5G08560
AT5G08565	AT5G08565
AT5G08570	AT5G08570
AT5G08580	AT5G08580
AT5G08590	AT5G08590
AT5G08600	AT5G08600
AT5G08610	AT5G08610
AT5G08620	AT5G08620
AT5G08630	AT5G08630
AT5G08640	AT5G08640
AT5G08650	AT5G08650
AT5G08660	AT5G08660
AT5G08670	AT5G08670
AT5G08680	T2K12-16
AT5G08690	T2K12-9
AT5G08695	AT5G08695
AT5G08710	AT5G08710
AT5G08720	T2K12-70
AT5G08730	AT5G08730
AT5G08740	AT5G08740
AT5G08750	AT5G08750
AT5G08760	AT5G08760
AT5G08770	AT5G08770
AT5G08780	AT5G08780
AT5G08790	AT5G08790
AT5G09210	AT5G09210
AT5G09220	AT5G09220
AT5G09225	AT5G09225
AT5G09230	AT5G09230
AT5G09240	AT5G09240
AT5G09250	AT5G09250
AT5G09260	AT5G09260
AT5G09270	AT5G09270
AT5G09280	AT5G09280
AT5G09290	AT5G09290
AT5G09300	AT5G09300
AT5G09310	AT5G09310
AT5G09315	AT5G09315
AT5G09320	AT5G09320
AT5G09330	AT5G09330
AT5G09340	AT5G09340
AT5G09350	AT5G09350
AT5G09360	AT5G09360
AT5G09370	AT5G09370
AT5G09380	AT5G09380
AT5G09390	AT5G09390
AT5G09400	AT5G09400
AT5G09410	AT5G09410
AT5G09420	AT5G09420
AT5G09430	AT5G09430
AT5G09440	AT5G09440
AT5G09445	AT5G09445
AT5G09450	AT5G09450
AT5G09460	AT5G09460
AT5G09470	AT5G09470
AT5G09480	AT5G09480
AT5G09490	AT5G09490
AT5G09500	AT5G09500
AT5G09510	AT5G09510
AT5G09520	AT5G09520
AT5G09530	AT5G09530
AT5G09540	F17I14-270
AT5G09550	AT5G09550
AT5G09560	F17I14-250
AT5G09570	AT5G09570
AT5G09580	AT5G09580
AT5G09590	AT5G09590
AT5G09600	AT5G09600
AT5G09610	AT5G09610
AT5G09620	AT5G09620
AT5G09630	AT5G09630
AT5G09640	AT5G09640
AT5G09650	AT5G09650
AT5G09660	AT5G09660
AT5G09670	F17I14-140
AT5G09680	F17I14-130
AT5G09690	AT5G09690
AT5G09700	F17I14-110
AT5G09711	AT5G09711
AT5G09720	AT5G09720
AT5G09730	AT5G09730
AT5G09740	AT5G09740
AT5G09750	AT5G09750
AT5G09760	AT5G09760
AT5G09770	AT5G09770
AT5G09780	AT5G09780
AT5G09790	AT5G09790
AT5G09800	AT5G09800
AT5G09805	AT5G09805
AT5G09810	AT5G09810
AT5G09820	AT5G09820
AT5G09830	AT5G09830
AT5G09840	AT5G09840
AT5G09850	AT5G09850
AT5G09860	AT5G09860
AT5G09870	AT5G09870
AT5G09876	AT5G09876
AT5G09880	AT5G09880
AT5G09890	AT5G09890
AT5G09900	AT5G09900
AT5G09910	AT5G09910
AT5G09920	AT5G09920
AT5G09930	AT5G09930
AT5G09940	AT5G09940
AT5G09950	AT5G09950
AT5G09960	AT5G09960
AT5G09970	AT5G09970
AT5G09976	AT5G09976
AT5G09978	AT5G09978
AT5G09980	AT5G09980
AT5G09990	AT5G09990
AT5G09995	AT5G09995
AT5G10000	AT5G10000
AT5G10010	AT5G10010
AT5G10020	AT5G10020
AT5G10030	AT5G10030
AT5G10040	AT5G10040
AT5G10050	AT5G10050
AT5G10060	AT5G10060
AT5G10070	AT5G10070
AT5G10080	AT5G10080
AT5G10090	AT5G10090
AT5G10100	AT5G10100
AT5G10110	AT5G10110
AT5G10120	AT5G10120
AT5G10130	T31P16-120
AT5G10140	AT5G10140
AT5G10150	AT5G10150
AT5G10160	AT5G10160
AT5G10170	AT5G10170
AT5G10180	AT5G10180
AT5G10190	F18D22-5
AT5G10200	AT5G10200
AT5G10210	AT5G10210
AT5G10220	AT5G10220
AT5G10230	AT5G10230
AT5G10240	AT5G10240
AT5G10250	AT5G10250
AT5G10260	AT5G10260
AT5G10270	AT5G10270
AT5G10280	AT5G10280
AT5G10290	AT5G10290
AT5G10300	AT5G10300
AT5G10310	AT5G10310
AT5G10320	AT5G10320
AT5G10330	AT5G10330
AT5G10336	AT5G10336
AT5G10340	F12B17-310
AT5G10350	AT5G10350
AT5G10360	AT5G10360
AT5G10370	AT5G10370
AT5G10380	AT5G10380
AT5G10390	AT5G10390
AT5G10400	AT5G10400
AT5G10410	AT5G10410
AT5G10420	AT5G10420
AT5G10430	AT5G10430
AT5G10435	AT5G10435
AT5G10440	AT5G10440
AT5G10450	AT5G10450
AT5G10460	AT5G10460
AT5G10470	AT5G10470
AT5G10480	AT5G10480
AT5G10490	AT5G10490
AT5G10500	AT5G10500
AT5G10510	AT5G10510
AT5G10520	AT5G10520
AT5G10540	AT5G10540
AT5G10530	AT5G10530
AT5G10550	AT5G10550
AT5G10560	AT5G10560
AT5G10570	AT5G10570
AT5G10580	AT5G10580
AT5G10590	AT5G10590
AT5G10600	AT5G10600
AT5G10605	AT5G10605
AT5G10610	AT5G10610
AT5G10620	AT5G10620
AT5G10625	AT5G10625
AT5G10630	AT5G10630
AT5G10650	AT5G10650
AT5G10660	AT5G10660
AT5G10680	AT5G10680
AT5G10690	AT5G10690
AT5G10695	AT5G10695
AT5G10700	MAJ23-60
AT5G10710	AT5G10710
AT5G10720	AT5G10720
AT5G10730	MAJ23-90
AT5G10740	AT5G10740
AT5G10745	AT5G10745
AT5G10750	AT5G10750
AT5G10760	AT5G10760
AT5G10770	AT5G10770
AT5G10780	T30N20-50
AT5G10790	AT5G10790
AT5G10800	T30N20-70
AT5G10810	AT5G10810
AT5G10820	AT5G10820
AT5G10830	AT5G10830
AT5G10840	AT5G10840
AT5G10860	AT5G10860
AT5G10870	AT5G10870
AT5G10880	AT5G10880
AT5G10890	AT5G10890
AT5G10900	AT5G10900
AT5G10910	T30N20-180
AT5G10920	AT5G10920
AT5G10930	AT5G10930
AT5G10940	AT5G10940
AT5G10946	AT5G10946
AT5G10950	T30N20-220
AT5G10960	AT5G10960
AT5G10970	AT5G10970
AT5G10980	AT5G10980
AT5G10990	AT5G10990
AT5G11000	AT5G11000
AT5G11010	AT5G11010
AT5G11020	AN1-LOCUS21926
AT5G11030	AT5G11030
AT5G11040	AT5G11040
AT5G11050	AT5G11050
AT5G11060	AT5G11060
AT5G11070	AT5G11070
AT5G11080	AT5G11080
AT5G11090	AT5G11090
AT5G11110	AT5G11110
AT5G11130	AT5G11130
AT5G11140	AT5G11140
AT5G11150	AT5G11150
AT5G11160	AT5G11160
AT5G11170	AT5G11170
AT5G11180	AT5G11180
AT5G11190	AT5G11190
AT5G11200	AT5G11200
AT5G11210	AT5G11210
AT5G11220	F2I11-110
AT5G11230	AT5G11230
AT5G11240	AT5G11240
AT5G11250	AT5G11250
AT5G11260	AT5G11260
AT5G11270	AT5G11270
AT5G11280	AT5G11280
AT5G11290	AT5G11290
AT5G11300	AT5G11300
AT5G11310	AT5G11310
AT5G11320	AT5G11320
AT5G11330	F2I11-220
AT5G11340	F2I11-230
AT5G11350	AT5G11350
AT5G11360	AT5G11360
AT5G11370	AT5G11370
AT5G11380	AT5G11380
AT5G11390	AT5G11390
AT5G11400	AT5G11400
AT5G11410	AT5G11410
AT5G11412	AT5G11412
AT5G11416	AT5G11416
AT5G11420	AT5G11420
AT5G11430	AT5G11430
AT5G11425	AT5G11425
AT5G11440	AT5G11440
AT5G11450	AT5G11450
AT5G11460	AT5G11460
AT5G11470	AT5G11470
AT5G11480	AT5G11480
AT5G11490	F15N18-80
AT5G11500	AT5G11500
AT5G11510	AT5G11510
AT5G11520	AT5G11520
AT5G11530	AT5G11530
AT5G11540	AT5G11540
AT5G11550	AT5G11550
AT5G11560	F15N18-150
AT5G11565	AT5G11565
AT5G11570	AT5G11570
AT5G11580	AT5G11580
AT5G11590	AT5G11590
AT5G11600	AT5G11600
AT5G11610	AT5G11610
AT5G11620	AT5G11620
AT5G11630	AT5G11630
AT5G11640	AT5G11640
AT5G11650	T22P22-40
AT5G11660	AT5G11660
AT5G11670	AT5G11670
AT5G11680	AT5G11680
AT5G11690	AT5G11690
AT5G11700	AT5G11700
AT5G11710	AT5G11710
AT5G11720	AT5G11720
AT5G11730	T22P22-120
AT5G11740	AT5G11740
AT5G11750	AT5G11750
AT5G11760	AT5G11760
AT5G11770	AT5G11770
AT5G11780	AT5G11780
AT5G11790	AT5G11790
AT5G11800	AT5G11800
AT5G11810	AT5G11810
AT5G11820	AT5G11820
AT5G11830	AT5G11830
AT5G11840	AT5G11840
AT5G11850	AT5G11850
AT5G11860	AT5G11860
AT5G11870	AT5G11870
AT5G11880	AT5G11880
AT5G11890	AT5G11890
AT5G11900	AT5G11900
AT5G11910	AT5G11910
AT5G11920	AT5G11920
AT5G11930	AT5G11930
AT5G11940	AT5G11940
AT5G11950	AT5G11950
AT5G11960	AT5G11960
AT5G11970	AT5G11970
AT5G11975	AT5G11975
AT5G11980	AT5G11980
AT5G11990	AT5G11990
AT5G12000	AT5G12000
AT5G12010	AT5G12010
AT5G12020	AT5G12020
AT5G12030	AT5G12030
AT5G12040	AT5G12040
AT5G12043	AT5G12043
AT5G12050	AT5G12050
AT5G12060	AT5G12060
AT5G12070	AT5G12070
AT5G12080	AT5G12080
AT5G12090	AT5G12090
AT5G12100	AT5G12100
AT5G12110	MXC9-7
AT5G12120	AT5G12120
AT5G12130	AT5G12130
AT5G12140	AT5G12140
AT5G12150	AT5G12150
AT5G12170	AT5G12170
AT5G12180	AT5G12180
AT5G12190	AT5G12190
AT5G12200	AT5G12200
AT5G12210	AT5G12210
AT5G12220	AT5G12220
AT5G12230	AT5G12230
AT5G12235	AT5G12235
AT5G12236	AT5G12236
AT5G12240	AT5G12240
AT5G12250	AT5G12250
AT5G12260	AT5G12260
AT5G12270	AT5G12270
AT5G12280	AT5G12280
AT5G12290	AT5G12290
AT5G12300	AT5G12300
AT5G12310	AT5G12310
AT5G12320	AT5G12320
AT5G12330	AT5G12330
AT5G12340	AT5G12340
AT5G12350	AN1-LOCUS22057
AT5G12360	AT5G12360
AT5G12370	AT5G12370
AT5G12380	AT5G12380
AT5G12390	AT5G12390
AT5G12400	AT5G12400
AT5G12410	AT5G12410
AT5G12420	AT5G12420
AT5G12430	AT5G12430
AT5G12440	AT5G12440
AT5G12450	AT5G12450
AT5G12460	AT5G12460
AT5G12470	AT5G12470
AT5G12480	AT5G12480
AT5G12840	AT5G12840
AT5G12850	AT5G12850
AT5G12860	AT5G12860
AT5G12870	MYB46
AT5G12880	AT5G12880
AT5G12890	AT5G12890
AT5G12900	AT5G12900
AT5G12910	AT5G12910
AT5G12920	AT5G12920
AT5G12930	AT5G12930
AT5G12940	AT5G12940
AT5G12950	T24H18-120
AT5G12960	T24H18-130
AT5G12970	T24H18-140
AT5G12980	AT5G12980
AT5G12990	AT5G12990
AT5G13000	AT5G13000
AT5G13010	AT5G13010
AT5G13020	AT5G13020
AT5G13030	AT5G13030
AT5G13050	AT5G13050
AT5G13060	AT5G13060
AT5G13070	AT5G13070
AT5G13080	AT5G13080
AT5G13090	AT5G13090
AT5G13100	AT5G13100
AT5G13110	AT5G13110
AT5G13120	AT5G13120
AT5G13130	AT5G13130
AT5G13140	AT5G13140
AT5G13150	AT5G13150
AT5G13160	AT5G13160
AT5G13170	AT5G13170
AT5G13180	AT5G13180
AT5G13181	AT5G13181
AT5G13190	AT5G13190
AT5G13200	AT5G13200
AT5G13210	AT5G13210
AT5G13220	AT5G13220
AT5G13230	AT5G13230
AT5G13240	AT5G13240
AT5G13250	AT5G13250
AT5G13260	AT5G13260
AT5G13270	AT5G13270
AT5G13280	AT5G13280
AT5G13290	AT5G13290
AT5G13295	AT5G13295
AT5G13300	AT5G13300
AT5G13310	AT5G13310
AT5G13320	AT5G13320
AT5G13330	AT5G13330
AT5G13340	AT5G13340
AT5G13350	AT5G13350
AT5G13360	AT5G13360
AT5G13370	AT5G13370
AT5G13380	T22N19-30
AT5G13390	AT5G13390
AT5G13400	AT5G13400
AT5G13410	AT5G13410
AT5G13420	AT5G13420
AT5G13430	AT5G13430
AT5G13440	AT5G13440
AT5G13450	AT5G13450
AT5G13460	AT5G13460
AT5G13470	AT5G13470
AT5G13480	AT5G13480
AT5G13490	AT5G13490
AT5G13500	AT5G13500
AT5G13510	AT5G13510
AT5G13520	AT5G13520
AT5G13530	AT5G13530
AT5G13550	AT5G13550
AT5G13560	AT5G13560
AT5G13565	AT5G13565
AT5G13570	AT5G13570
AT5G13580	AT5G13580
AT5G13590	AT5G13590
AT5G13600	AT5G13600
AT5G13610	AT5G13610
AT5G13620	T6I14-11
AT5G13630	AT5G13630
AT5G13640	AT5G13640
AT5G13650	AT5G13650
AT5G13660	AT5G13660
AT5G13670	AT5G13670
AT5G13680	AT5G13680
AT5G13690	AT5G13690
AT5G13700	AT5G13700
AT5G13710	AT5G13710
AT5G13720	AT5G13720
AT5G13730	AT5G13730
AT5G13740	AT5G13740
AT5G13750	AT5G13750
AT5G13760	AT5G13760
AT5G13770	AT5G13770
AT5G13780	AT5G13780
AT5G13790	AT5G13790
AT5G13800	AT5G13800
AT5G13810	AT5G13810
AT5G13820	AT5G13820
AT5G13825	AT5G13825
AT5G13830	AT5G13830
AT5G13840	AT5G13840
AT5G13850	AT5G13850
AT5G13860	AT5G13860
AT5G13870	AT5G13870
AT5G13880	MAC12-16
AT5G13890	MAC12-15
AT5G13900	AT5G13900
AT5G13910	AT5G13910
AT5G13920	AT5G13920
AT5G13930	AT5G13930
AT5G13940	MAC12-10
AT5G13950	AT5G13950
AT5G13960	AT5G13960
AT5G13970	AT5G13970
AT5G13980	AT5G13980
AT5G13990	AT5G13990
AT5G14000	AT5G14000
AT5G14010	AT5G14010
AT5G14020	MAC12-31
AT5G14030	AT5G14030
AT5G14040	AT5G14040
AT5G14050	AT5G14050
AT5G14060	AT5G14060
AT5G14070	AT5G14070
AT5G14080	AT5G14080
AT5G14090	AT5G14090
AT5G14100	AT5G14100
AT5G14105	AT5G14105
AT5G14110	AT5G14110
AT5G14120	AT5G14120
AT5G14130	AT5G14130
AT5G14140	AT5G14140
AT5G14150	MUA22-15
AT5G14160	MUA22-16
AT5G14170	AT5G14170
AT5G14180	AT5G14180
AT5G14200	AT5G14200
AT5G14210	AT5G14210
AT5G14220	AT5G14220
AT5G14230	F18O22-20
AT5G14240	AT5G14240
AT5G14250	AT5G14250
AT5G14260	F18O22-50
AT5G14270	AT5G14270
AT5G14275	AT5G14275
AT5G14280	AT5G14280
AT5G14285	AT5G14285
AT5G14290	AT5G14290
AT5G14300	AT5G14300
AT5G14310	AT5G14310
AT5G14320	AT5G14320
AT5G14330	AT5G14330
AT5G14340	AT5G14340
AT5G14345	AT5G14345
AT5G14350	AT5G14350
AT5G14360	AT5G14360
AT5G14370	AT5G14370
AT5G14380	AT5G14380
AT5G14390	AT5G14390
AT5G14400	AT5G14400
AT5G14410	AT5G14410
AT5G14420	AT5G14420
AT5G14430	AT5G14430
AT5G14440	AT5G14440
AT5G14450	AT5G14450
AT5G14460	AT5G14460
AT5G14470	AT5G14470
AT5G14480	AT5G14480
AT5G14490	AT5G14490
AT5G14500	AT5G14500
AT5G14510	AT5G14510
AT5G14515	AT5G14515
AT5G14520	AT5G14520
AT5G14530	AT5G14530
AT5G14540	AT5G14540
AT5G14550	AT5G14550
AT5G14560	AT5G14560
AT5G14570	AT5G14570
AT5G14580	AT5G14580
AT5G14590	AT5G14590
AT5G14600	AT5G14600
AT5G14602	AT5G14602
AT5G14610	AT5G14610
AT5G14620	AT5G14620
AT5G14640	AT5G14640
AT5G14650	AT5G14650
AT5G14660	AT5G14660
AT5G14670	AT5G14670
AT5G14680	AT5G14680
AT5G14690	AT5G14690
AT5G14700	AT5G14700
AT5G14710	AT5G14710
AT5G14720	T9L3-20
AT5G14730	T9L3-30
AT5G14740	AT5G14740
AT5G14750	AT5G14750
AT5G14760	AT5G14760
AT5G14770	AT5G14770
AT5G14780	AT5G14780
AT5G14790	T9L3-90
AT5G14800	AT5G14800
AT5G14820	AT5G14820
AT5G14850	AT5G14850
AT5G14860	AT5G14860
AT5G14870	AT5G14870
AT5G14880	AT5G14880
AT5G14890	AT5G14890
AT5G14895	F2G14-10
AT5G14900	F2G14-20
AT5G14910	AT5G14910
AT5G14920	AT5G14920
AT5G14930	AT5G14930
AT5G14940	AT5G14940
AT5G14950	AT5G14950
AT5G14960	AT5G14960
AT5G14970	AT5G14970
AT5G14980	AT5G14980
AT5G14990	AT5G14990
AT5G14995	AT5G14995
AT5G15000	AT5G15000
AT5G15008	AT5G15008
AT5G15010	AT5G15010
AT5G15020	AT5G15020
AT5G15025	F2G14-150
AT5G15030	AT5G15030
AT5G15040	AT5G15040
AT5G15050	AT5G15050
AT5G15060	AT5G15060
AT5G15070	AT5G15070
AT5G15080	AT5G15080
AT5G15090	AT5G15090
AT5G15100	AT5G15100
AT5G15110	F2G14-230
AT5G15120	AT5G15120
AT5G15130	AT5G15130
AT5G15140	AT5G15140
AT5G15150	AT5G15150
AT5G15160	AT5G15160
AT5G15170	AT5G15170
AT5G15180	AT5G15180
AT5G15190	AT5G15190
AT5G15200	AT5G15200
AT5G15210	AT5G15210
AT5G15220	F8M21-110
AT5G15230	AT5G15230
AT5G15240	AT5G15240
AT5G15250	AT5G15250
AT5G15260	AT5G15260
AT5G15265	AT5G15265
AT5G15270	AT5G15270
AT5G15280	AT5G15280
AT5G15290	AT5G15290
AT5G15300	AT5G15300
AT5G15310	AT5G15310
AT5G15320	AT5G15320
AT5G15330	AT5G15330
AT5G15340	AT5G15340
AT5G15350	AT5G15350
AT5G15360	AT5G15360
AT5G15380	AT5G15380
AT5G15390	AT5G15390
AT5G15400	AT5G15400
AT5G15410	AT5G15410
AT5G15420	AT5G15420
AT5G15430	T20K14-40
AT5G15440	AT5G15440
AT5G15450	AT5G15450
AT5G15460	AT5G15460
AT5G15470	AT5G15470
AT5G15480	T20K14-90
AT5G15490	AT5G15490
AT5G15500	T20K14-110
AT5G15510	T20K14-120
AT5G15520	AT5G15520
AT5G15530	AT5G15530
AT5G15533	AT5G15533
AT5G15537	AT5G15537
AT5G15540	AT5G15540
AT5G15550	AT5G15550
AT5G15560	AT5G15560
AT5G15570	AT5G15570
AT5G15580	AT5G15580
AT5G15581	T20K14-200
AT5G15600	AT5G15600
AT5G15610	AT5G15610
AT5G15620	AT5G15620
AT5G15630	COBL4
AT5G15640	AT5G15640
AT5G15650	AT5G15650
AT5G15660	F14F8-40
AT5G15670	F14F8-50
AT5G15680	AT5G15680
AT5G15685	AT5G15685
AT5G15690	AT5G15690
AT5G15700	AT5G15700
AT5G15710	AT5G15710
AT5G15720	AT5G15720
AT5G15725	AT5G15725
AT5G15730	AT5G15730
AT5G15740	AT5G15740
AT5G15745	AT5G15745
AT5G15750	F14F8-130
AT5G15760	F14F8-140
AT5G15770	AT5G15770
AT5G15780	F14F8-160
AT5G15790	F14F8-170
AT5G15800	AT5G15800
AT5G15802	AT5G15802
AT5G15810	AT5G15810
AT5G15820	AT5G15820
AT5G15830	AT5G15830
AT5G15840	AT5G15840
AT5G15843	AT5G15843
AT5G15850	AT5G15850
AT5G15853	AT5G15853
AT5G15860	F14F8-240
AT5G15870	F1N13-10
AT5G15880	F1N13-20
AT5G15890	AT5G15890
AT5G15900	AT5G15900
AT5G15910	AT5G15910
AT5G15920	AT5G15920
AT5G15930	AT5G15930
AT5G15940	AT5G15940
AT5G15950	AT5G15950
AT5G15960	AT5G15960
AT5G15970	AT5G15970
AT5G15980	F1N13-120
AT5G16000	AT5G16000
AT5G16010	F1N13-150
AT5G16020	AT5G16020
AT5G16023	AT5G16023
AT5G16030	AT5G16030
AT5G16040	AT5G16040
AT5G16050	AT5G16050
AT5G16060	F1N13-200
AT5G16070	AT5G16070
AT5G16080	AT5G16080
AT5G16090	AT5G16090
AT5G16100	AT5G16100
AT5G16110	AT5G16110
AT5G16120	T21H19-40
AT5G16130	AT5G16130
AT5G16140	AT5G16140
AT5G16150	T21H19-70
AT5G16160	AT5G16160
AT5G16170	AT5G16170
AT5G16180	AT5G16180
AT5G16190	AT5G16190
AT5G16200	AT5G16200
AT5G16210	T21H19-130
AT5G16220	T21H19-140
AT5G16230	AT5G16230
AT5G16240	AT5G16240
AT5G16250	AT5G16250
AT5G16260	AT5G16260
AT5G16270	AT5G16270
AT5G16280	T21H19-200
AT5G16285	T21H19
AT5G16290	AT5G16290
AT5G16300	AT5G16300
AT5G16310	AT5G16310
AT5G16320	AT5G16320
AT5G16330	AT5G16330
AT5G16340	AT5G16340
AT5G16350	AT5G16350
AT5G16360	MQK4-8
AT5G16370	AT5G16370
AT5G16380	MQK4-11
AT5G16390	AT5G16390
AT5G16400	AT5G16400
AT5G16410	AT5G16410
AT5G16420	AT5G16420
AT5G16430	AT5G16430
AT5G16440	AT5G16440
AT5G16450	AT5G16450
AT5G16453	MQK4
AT5G16460	AT5G16460
AT5G16470	AT5G16470
AT5G16480	AT5G16480
AT5G16486	AT5G16486
AT5G16490	AT5G16490
AT5G16500	AT5G16500
AT5G16510	AT5G16510
AT5G16520	AT5G16520
AT5G16530	AT5G16530
AT5G16540	AT5G16540
AT5G16550	AT5G16550
AT5G16560	AT5G16560
AT5G16570	AT5G16570
AT5G16580	AT5G16580
AT5G16590	AT5G16590
AT5G16600	AT5G16600
AT5G16610	MTG13-5
AT5G16620	AT5G16620
AT5G16630	AT5G16630
AT5G16640	AT5G16640
AT5G16650	AT5G16650
AT5G16660	AT5G16660
AT5G16680	AT5G16680
AT5G16690	AT5G16690
AT5G16700	AT5G16700
AT5G16710	AT5G16710
AT5G16715	EMB2247
AT5G16720	AT5G16720
AT5G16730	AT5G16730
AT5G16740	AT5G16740
AT5G16750	AT5G16750
AT5G16760	AT5G16760
AT5G16770	AT5G16770
AT5G16780	AT5G16780
AT5G16790	AT5G16790
AT5G16800	AT5G16800
AT5G16810	AT5G16810
AT5G16820	AT5G16820
AT5G16830	AT5G16830
AT5G16840	AT5G16840
AT5G16850	AT5G16850
AT5G16860	AT5G16860
AT5G16870	AT5G16870
AT5G16880	AT5G16880
AT5G16890	AT5G16890
AT5G16900	F2K13-50
AT5G16910	AT5G16910
AT5G16920	AT5G16920
AT5G16930	AT5G16930
AT5G16940	F2K13-90
AT5G16950	AT5G16950
AT5G16960	F2K13-110
AT5G16970	AT5G16970
AT5G16980	AT5G16980
AT5G16990	AT5G16990
AT5G17000	AT5G17000
AT5G17010	AT5G17010
AT5G17020	AT5G17020
AT5G17030	AT5G17030
AT5G17040	AT5G17040
AT5G17050	AT5G17050
AT5G17060	AT5G17060
AT5G17070	AT5G17070
AT5G17080	AT5G17080
AT5G17090	AT5G17090
AT5G17100	AT5G17100
AT5G17110	F2K13-260
AT5G17120	AT5G17120
AT5G17130	F2K13-280
AT5G17140	AT5G17140
