p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.0816040227404595e-11	0.21251416149109348	0.226	0.112	2.9883637544296157e-7	Trichoblast	AT5G41360
1.151119383620212e-11	0.31423833002560797	0.669	0.483	3.180427745004284e-7	Trichoblast	AT4G35980
1.1519966006272027e-11	0.7808945676045669	0.14	0.059	3.1828514078728983e-7	Trichoblast	AT4G14370
1.173508764087357e-11	0.1931284695771538	0.628	0.415	3.2422873642969585e-7	Trichoblast	AT1G22470
1.198195637842139e-11	0.2853857625915488	0.144	0.061	3.310494727794046e-7	Trichoblast	AT2G45920
1.2336312311175108e-11	0.1570149777722878	0.617	0.383	3.4083997284545707e-7	Trichoblast	AT3G54085
1.3454159016894987e-11	0.1600851941991399	0.505	0.301	3.7172495947779163e-7	Trichoblast	AT1G33265
1.3605802282210682e-11	0.2496856314303928	0.748	0.515	3.7591471125519893e-7	Trichoblast	AT5G56630
1.3636661026471196e-11	0.16840037856425738	0.202	0.095	3.7676730750037267e-7	Trichoblast	AT1G35660
1.3970552799131343e-11	0.13484021601601803	0.095	0.033	3.859924032871999e-7	Trichoblast	AT1G76630
1.4187425076649631e-11	0.18908368248403895	0.656	0.422	3.9198436744275265e-7	Trichoblast	AT2G30330
1.501291966910746e-11	0.18964020783815005	0.957	0.903	4.1479195753777e-7	Trichoblast	AT5G22060
1.5368110458670114e-11	0.17212241155371877	0.596	0.369	4.246055238625966e-7	Trichoblast	AT3G03330
1.550796757838796e-11	0.5106768600537075	0.108	0.04	4.28469636223281e-7	Trichoblast	AT1G78160
1.6185716973672263e-11	0.32626041448754595	0.701	0.501	4.47195174265591e-7	Trichoblast	AT4G39150
1.65007507017381e-11	0.36060127814775056	0.701	0.508	4.558992411383219e-7	Trichoblast	AT5G61970
1.696134516397385e-11	0.33200787288680456	0.211	0.102	4.6862500553543353e-7	Trichoblast	AT1G09800
1.888098939261261e-11	0.1646521400473877	0.267	0.139	5.216628559284939e-7	Trichoblast	AT1G51140
1.8920326218963728e-11	0.1259516495056241	0.176	0.08	5.227496931037489e-7	Trichoblast	AT1G27720
1.9515123181981728e-11	0.10557153377341244	0.234	0.116	5.391833383949731e-7	Trichoblast	AT1G02990
1.981225660906096e-11	0.1219310198263086	0.634	0.396	5.473928378517453e-7	Trichoblast	AT1G28540
2.0241664436991847e-11	0.48906947461712136	0.181	0.085	5.592569467296477e-7	Trichoblast	AT5G61570
2.0859196846556734e-11	0.16060649382164793	0.938	0.84	5.763187496735161e-7	Trichoblast	AT3G24100
2.182043749062747e-11	0.40386395581976764	0.923	0.854	6.028768674285464e-7	Trichoblast	AT1G54000
2.2784261132785923e-11	0.8710708078508516	0.069	0.02	6.295063508377423e-7	Trichoblast	AT3G44703
2.3714302261127213e-11	0.42035340574548946	0.772	0.576	6.552024571726838e-7	Trichoblast	AT4G22590
2.408213182084884e-11	0.16078095939604053	0.682	0.429	6.653652200782327e-7	Trichoblast	AT2G25180
2.4887630577803064e-11	0.2550423622191962	0.738	0.558	6.876203452341209e-7	Trichoblast	AT3G57090
2.5389231829487956e-11	0.3073724968912161	0.806	0.589	7.014790862169227e-7	Trichoblast	AT5G57490
2.545702433557394e-11	0.1520669336799063	0.185	0.086	7.033521253675724e-7	Trichoblast	AT2G13370
2.6011753597143403e-11	0.14904169310746962	0.566	0.345	7.18678740135475e-7	Trichoblast	AT2G19940
2.602002176378453e-11	0.2513428268722456	0.869	0.71	7.189071813116028e-7	Trichoblast	AT5G03520
2.6087972252071465e-11	0.18317510826721994	0.561	0.342	7.207845853524825e-7	Trichoblast	AT1G53645
2.739455320145653e-11	0.29459920876775547	0.785	0.552	7.568841104030425e-7	Trichoblast	AT4G04800
2.7563104428548244e-11	0.14776412262837027	0.727	0.497	7.615410122563594e-7	Trichoblast	AT4G02930
2.768810135701997e-11	0.23732111463589933	0.763	0.498	7.649945523931047e-7	Trichoblast	AT4G39050
2.780700397258435e-11	0.3247923405883082	0.116	0.045	7.68279712758533e-7	Trichoblast	AT4G15165
2.7919577378506013e-11	0.34456469282571905	0.893	0.712	7.713900033907426e-7	Trichoblast	AT5G19860
2.8268912848856827e-11	0.2812126470667591	0.634	0.421	7.810417931010653e-7	Trichoblast	AT5G65650
3.025795188855842e-11	0.2537110628486139	0.521	0.321	8.359969527289807e-7	Trichoblast	AT5G64510
3.031259496069705e-11	0.2716579475373555	0.142	0.06	8.375066861690988e-7	Trichoblast	AT5G10470
3.0324430873439263e-11	0.281297411013683	0.267	0.14	8.378337006022535e-7	Trichoblast	AT4G38350
3.1235965674585284e-11	0.1842086305341224	0.933	0.829	8.630184956231168e-7	Trichoblast	AT5G17190
3.128650222085195e-11	0.4128446329376496	0.108	0.041	8.644147698599185e-7	Trichoblast	AT2G05180
3.1428990259355295e-11	0.3036010325087293	0.849	0.663	8.683515718757275e-7	Trichoblast	AT3G44100
3.221461887387861e-11	0.11941734066895648	0.981	0.954	8.900577048663921e-7	Trichoblast	AT3G17390
3.2448337142082046e-11	2.5027558912501373	0.022	0.002	8.965151068985848e-7	Trichoblast	AT3G03910
3.26497973856632e-11	0.24883241647861398	0.748	0.487	9.020812519684886e-7	Trichoblast	AT4G31170
3.3031620880922847e-11	2.5214925829628463	0.022	0.002	9.126306533190174e-7	Trichoblast	AT3G28360
3.318248299215643e-11	0.5837901999436239	0.286	0.16	9.1679882259029e-7	Trichoblast	ATMG00660
3.328360400930486e-11	0.33746233661056735	0.733	0.569	9.195926951730839e-7	Trichoblast	AT3G48750
3.394260688713799e-11	0.12658067699588482	0.234	0.118	9.378002856847355e-7	Trichoblast	AT1G79610
3.409400921196217e-11	0.8356632465768428	0.022	0.002	9.419833805173028e-7	Trichoblast	AT4G13260
3.4217607960246774e-11	0.7609041738367655	0.105	0.039	9.453982903336582e-7	Trichoblast	AT5G51451
3.591274537952987e-11	0.26022867352189905	0.703	0.501	9.922332420910307e-7	Trichoblast	AT3G58600
3.661695739011404e-11	0.49779727397584494	0.105	0.039	1.011689915731461e-6	Trichoblast	AT5G46470
3.70059525707068e-11	0.37934357391616436	0.273	0.146	1.0224374635760582e-6	Trichoblast	AT1G61667
3.7870552150214186e-11	0.14673786746149786	0.594	0.355	1.0463254853582677e-6	Trichoblast	AT1G74250
3.9646260115682365e-11	0.3670760054426294	0.12	0.047	1.095386520736188e-6	Trichoblast	AT5G56730
4.036255829512237e-11	0.30066119901065047	0.075	0.023	1.115177123135936e-6	Trichoblast	AT4G05018
4.161110283046041e-11	0.15063041876883032	0.391	0.222	1.1496731601027906e-6	Trichoblast	AT5G65520
4.285119789184309e-11	0.31087276252024787	0.718	0.493	1.1839357465537328e-6	Trichoblast	AT4G17640
4.604176801284649e-11	0.2912466593462387	0.764	0.59	1.2720880084269357e-6	Trichoblast	AT5G08570
5.028978850946019e-11	0.3219287007963365	0.884	0.653	1.3894565667278757e-6	Trichoblast	AT1G32130
5.0580950474181894e-11	0.18496009087773224	0.957	0.795	1.3975010806511715e-6	Trichoblast	AT3G45310
5.098122235766384e-11	0.3549925436297941	0.763	0.601	1.4085601925198942e-6	Trichoblast	AT4G29330
5.521716050029744e-11	0.2464654051749	0.503	0.32	1.525594927462718e-6	Trichoblast	AT3G63030
5.7170460066998026e-11	0.3645249019275303	0.127	0.052	1.5795626411910885e-6	Trichoblast	AT4G24460
5.7416193466715626e-11	0.11208294942384445	0.548	0.336	1.5863520092918861e-6	Trichoblast	AT2G43500
5.7887235791087614e-11	2.2740895951006577	0.05	0.012	1.5993664376719597e-6	Trichoblast	AT3G18300
5.935079454393891e-11	0.11034340550225696	0.673	0.426	1.6398031024544882e-6	Trichoblast	AT4G35110
5.939809143939068e-11	0.5775486646723724	0.097	0.035	1.641109868378925e-6	Trichoblast	AT2G16250
5.981015141385815e-11	0.10388722466301936	0.344	0.199	1.6524946734134867e-6	Trichoblast	AT5G01100
6.032173639640392e-11	0.2587108238787499	0.682	0.446	1.666629254896244e-6	Trichoblast	AT1G31817
6.045719623450815e-11	0.31227481156492026	0.735	0.596	1.6703718747632256e-6	Trichoblast	AT5G46750
6.39712522958128e-11	2.0382688931139104	0.037	0.007	1.767461729681012e-6	Trichoblast	AT4G36490
6.485899261810703e-11	0.2902723107634211	0.66	0.455	1.791989107045679e-6	Trichoblast	AT5G63890
6.59774275606393e-11	0.3118623048273752	0.727	0.519	1.8228903460729031e-6	Trichoblast	AT4G34270
7.329372244430722e-11	0.40384439913495207	0.069	0.021	2.0250322574137643e-6	Trichoblast	AT2G03600
7.863154645684281e-11	0.31451767793570073	0.761	0.6	2.17251099705611e-6	Trichoblast	AT1G20430
8.140905463220633e-11	0.32097832202630017	0.778	0.651	2.2492507704332287e-6	Trichoblast	AT4G29870
8.491320627331957e-11	0.4381133671284223	0.172	0.08	2.3460669761255463e-6	Trichoblast	AT1G02890
8.618683769693329e-11	0.287198719582455	0.118	0.047	2.3812561387285698e-6	Trichoblast	AT1G17450
9.011842565589645e-11	0.22206245581466952	0.501	0.333	2.489881982446763e-6	Trichoblast	AT3G15500
9.629106407638418e-11	0.2542409056689887	0.688	0.462	2.6604258093664183e-6	Trichoblast	AT3G13060
9.742976233842076e-11	0.30404658660429473	0.735	0.509	2.691886903648227e-6	Trichoblast	AT2G32730
9.85101594832002e-11	3.1849078717229267	0.019	0.001	2.7217371963613383e-6	Trichoblast	AT3G22565
9.913377385112291e-11	0.20291368760942818	0.755	0.517	2.738967037732675e-6	Trichoblast	AT4G02130
9.918546632833045e-11	0.15642571020664375	0.634	0.401	2.740395249185442e-6	Trichoblast	AT5G26990
1.0049123734588752e-10	2.5778721387324417	0.019	0.001	2.776472396629526e-6	Trichoblast	AT5G20690
1.018749813802457e-10	0.5442563661747677	0.148	0.066	2.8147038605548086e-6	Trichoblast	AT2G23740
1.0219141792438943e-10	0.13511435421187734	0.307	0.167	2.8234466858329555e-6	Trichoblast	AT5G48330
1.022718641640798e-10	0.5457789191378406	0.757	0.523	2.8256693349893606e-6	Trichoblast	AT3G22380
1.044526500879566e-10	0.2917695716451921	0.71	0.513	2.8859222692801527e-6	Trichoblast	AT4G14455
1.0622255500739117e-10	0.1754446990150822	0.576	0.362	2.9348229722992107e-6	Trichoblast	AT2G39800
1.1285877907762127e-10	0.9082008310705065	0.133	0.057	3.118175207135598e-6	Trichoblast	AT3G55320
1.1385291619994451e-10	1.1145913896845459	0.06	0.016	3.145642221688267e-6	Trichoblast	AT3G16040
1.1416488063238792e-10	0.1757718025902395	0.656	0.418	3.154261486992246e-6	Trichoblast	AT3G10915
1.1446936073995078e-10	1.5633250592540326	0.047	0.011	3.1626739678841003e-6	Trichoblast	AT5G17340
1.18316941423902e-10	0.13273000175407312	0.579	0.369	3.268978774600988e-6	Trichoblast	AT1G48420
1.1832101109513317e-10	0.34770314220733756	0.101	0.038	3.269091215547434e-6	Trichoblast	AT3G51180
1.2158641301754735e-10	0.27023528250946727	0.738	0.527	3.359311005261816e-6	Trichoblast	AT3G08630
1.2289425984359693e-10	0.7186713637681712	0.125	0.052	3.3954455052187394e-6	Trichoblast	AT3G19920
1.2414414613834058e-10	3.833873714585061	0.015	0.001	3.429978613656212e-6	Trichoblast	AT1G47610
1.2513625321425267e-10	3.584094119768145	0.015	0.001	3.457389540056587e-6	Trichoblast	AT3G62380
1.2613177047501902e-10	0.2727344329944919	0.819	0.675	3.4848946864543005e-6	Trichoblast	AT5G53310
1.2802459878478594e-10	2.5979111061500237	0.024	0.003	3.537191639824851e-6	Trichoblast	AT1G16420
1.2895530911034968e-10	0.21490452751404088	0.525	0.317	3.5629062354098514e-6	Trichoblast	AT3G04810
1.297545282015293e-10	0.35978004555795373	0.707	0.474	3.5849878596800528e-6	Trichoblast	AT1G72770
1.31326805197423e-10	0.30802910668980554	0.92	0.828	3.6284283007996e-6	Trichoblast	AT5G49280
1.3236169235149385e-10	0.19074909735215217	0.71	0.469	3.6570211979794234e-6	Trichoblast	AT4G25230
1.3673143973755837e-10	0.13367453434843135	0.174	0.082	3.7777529485090004e-6	Trichoblast	AT4G35540
1.4021594252708843e-10	3.477142095530369	0.022	0.002	3.874026276080926e-6	Trichoblast	AT2G27120
1.448730684027714e-10	1.1255729408157356	0.069	0.021	4.002698006900171e-6	Trichoblast	AT3G21620
1.497500782670029e-10	0.11782163839307458	0.63	0.401	4.137444912439023e-6	Trichoblast	AT1G06060
1.532433502216961e-10	0.2865653664453477	0.736	0.534	4.233960523275241e-6	Trichoblast	AT1G19580
1.5396887920340213e-10	2.4558708921635484	0.022	0.002	4.254006163510797e-6	Trichoblast	AT3G46800
1.5592651812595398e-10	0.2713569497422288	0.636	0.425	4.3080937693019825e-6	Trichoblast	AT2G26590
1.6393199925299e-10	0.19930143036308817	0.85	0.757	4.529277207360861e-6	Trichoblast	AT3G46010
1.6700092341451335e-10	0.8127738756624225	0.101	0.038	4.614068513019589e-6	Trichoblast	AT4G37900
1.8854017589132062e-10	0.2996570027751364	0.049	0.012	5.209176519701298e-6	Trichoblast	AT3G61390
1.891978783974782e-10	0.2993428678549841	0.75	0.551	5.2273481822439256e-6	Trichoblast	AT1G27695
1.9087060054464758e-10	0.282193290157736	0.998	0.993	5.273563822448068e-6	Trichoblast	AT3G48140
2.034668639156473e-10	1.2492043613794088	0.052	0.013	5.6215859831254195e-6	Trichoblast	AT1G10225
2.0423266374774242e-10	0.13141719304751964	0.389	0.222	5.642744266686375e-6	Trichoblast	AT4G17895
2.058256675401879e-10	0.1823303269829566	0.123	0.051	5.686757368467852e-6	Trichoblast	AT5G50970
2.0963085753805811e-10	1.3204096865497554	0.131	0.057	5.7918909629190075e-6	Trichoblast	AT3G47675
2.09901568004742e-10	0.30316189414391825	0.131	0.056	5.799370422403016e-6	Trichoblast	AT2G40770
2.1913749621194366e-10	0.2640859412929103	0.826	0.771	6.054549882839791e-6	Trichoblast	AT5G05780
2.2650581617065803e-10	0.1734994098206739	0.617	0.396	6.258129194979111e-6	Trichoblast	AT4G33625
2.321631577400373e-10	1.607161941109136	0.054	0.014	6.41443588519949e-6	Trichoblast	AT2G21820
2.33431348884652e-10	0.22372480831514485	0.989	0.958	6.44947473833405e-6	Trichoblast	AT1G07770
2.586797405828644e-10	0.39279899750413083	0.555	0.353	7.147062552563961e-6	Trichoblast	AT5G48610
2.616925661404608e-10	0.5781418269308727	0.065	0.02	7.230303909894792e-6	Trichoblast	AT4G03940
2.619670578426971e-10	1.2213222928290497	0.034	0.006	7.2378878411358785e-6	Trichoblast	AT4G31330
2.6273018410676434e-10	0.11179123336479346	0.402	0.231	7.258972256685792e-6	Trichoblast	AT5G26760
2.658492230782816e-10	0.31985783212499186	0.55	0.342	7.345148184429843e-6	Trichoblast	AT4G35800
2.6751776330975133e-10	0.3235691429688323	0.142	0.063	7.3912482824851196e-6	Trichoblast	AT4G38120
2.7074122494422364e-10	0.3721122485110284	0.656	0.466	7.480309303983955e-6	Trichoblast	AT1G48230
2.7216682940937096e-10	0.14037035714385726	0.721	0.452	7.519697329751511e-6	Trichoblast	AT3G02760
2.725438384360237e-10	0.14110321741657383	0.153	0.069	7.530113712148898e-6	Trichoblast	AT5G35930
2.902706223933036e-10	0.28942818568613216	0.731	0.528	8.019887026104585e-6	Trichoblast	AT3G04880
2.926276707510571e-10	0.13000923071003623	0.684	0.434	8.085009915180957e-6	Trichoblast	AT1G20980
2.991480019933404e-10	0.34524466497636475	0.264	0.144	8.265160147074002e-6	Trichoblast	AT3G61690
3.0332302608734523e-10	3.578616779296472	0.013	0	8.380511887767262e-6	Trichoblast	AT5G46370
3.039210651563481e-10	0.25554777045795396	0.783	0.615	8.397035109204741e-6	Trichoblast	AT1G25490
3.050709271266917e-10	3.0023319589506983	0.013	0	8.428804645583365e-6	Trichoblast	AT1G04105
3.050709271266917e-10	3.36459183032842	0.013	0	8.428804645583365e-6	Trichoblast	AT5G58360
3.1227852620610903e-10	1.5345422131846878	0.037	0.007	8.627943400548586e-6	Trichoblast	AT1G17744
3.205283516536808e-10	0.17868559244347232	0.783	0.557	8.855877827839546e-6	Trichoblast	AT3G27890
3.290079177880943e-10	0.142968730973567	0.658	0.432	9.090159760567257e-6	Trichoblast	AT3G27310
3.34108042616229e-10	0.554930149206518	0.131	0.057	9.231071109443792e-6	Trichoblast	AT2G01021
3.3487052872925447e-10	1.8580350136298192	0.03	0.005	9.252137838260571e-6	Trichoblast	AT5G09910
3.4538137328414506e-10	0.12167167797341794	0.555	0.347	9.542541962467644e-6	Trichoblast	AT1G45050
3.4567614928424326e-10	0.6620126421067116	0.052	0.014	9.550686328574356e-6	Trichoblast	AT1G63860
3.461423467123112e-10	0.4306954367554541	0.093	0.035	9.563566897314446e-6	Trichoblast	AT1G75770
3.5969236115203594e-10	0.730790511132815	0.069	0.022	9.937940246269601e-6	Trichoblast	AT5G56230
3.6198570381474025e-10	0.7635762153885359	0.144	0.065	1.0001303010697459e-5	Trichoblast	AT1G31810
3.6396047993109215e-10	0.9203654660273743	0.093	0.035	1.0055864100016146e-5	Trichoblast	AT5G06400
3.6739664863091296e-10	0.15084075625959725	0.675	0.44	1.0150802005023495e-5	Trichoblast	AT3G19980
3.6832389211023394e-10	0.18764263547566595	0.664	0.433	1.0176420815113654e-5	Trichoblast	AT1G15880
3.7176456348509474e-10	0.17010738627215005	0.686	0.442	1.0271483124529683e-5	Trichoblast	AT2G43320
3.856366224183629e-10	0.10048273682143605	0.637	0.393	1.0654754240796948e-5	Trichoblast	AT5G10010
3.9122541274180985e-10	2.3589642588137814	0.017	0.001	1.0809166928643464e-5	Trichoblast	AT3G13960
4.05275888642152e-10	0.37052456870604217	0.806	0.596	1.1197367527294019e-5	Trichoblast	AT3G05220
4.125601324859495e-10	0.27932433262523926	0.118	0.049	1.1398623900454298e-5	Trichoblast	AT3G02930
4.3161315003989595e-10	0.25979621967666716	0.787	0.662	1.1925039722452285e-5	Trichoblast	AT1G79230
4.4386640625058955e-10	0.3798199270015768	0.746	0.619	1.2263584938297539e-5	Trichoblast	AT2G34300
4.5495341476901295e-10	0.35217945051967536	0.196	0.099	1.256990789665306e-5	Trichoblast	AT5G41150
4.553300260981154e-10	0.2644733726299152	0.718	0.534	1.258031329106483e-5	Trichoblast	AT1G72170
4.720819216448114e-10	0.2841617030545062	0.766	0.611	1.3043151413124494e-5	Trichoblast	AT1G20200
4.98057351544964e-10	1.0658777450082013	0.032	0.005	1.3760826565835812e-5	Trichoblast	AT5G45810
5.010150603362124e-10	0.38114679701053067	0.103	0.04	1.3842545102029213e-5	Trichoblast	AT4G03600
5.111490048780901e-10	3.539840875876834	0.011	0	1.4122535855776751e-5	Trichoblast	AT5G17030
5.111490048780901e-10	3.426888727205565	0.011	0	1.4122535855776751e-5	Trichoblast	AT3G58910
5.127959430370393e-10	3.3131498623817865	0.011	0	1.4168039110170357e-5	Trichoblast	AT1G03880
5.127959430370393e-10	3.203522101577927	0.011	0	1.4168039110170357e-5	Trichoblast	AT5G41830
5.420136363927568e-10	1.8567021085053756	0.034	0.006	1.4975294759895477e-5	Trichoblast	AT3G11325
5.514809303603036e-10	3.505293701890615	0.022	0.003	1.5236866624924828e-5	Trichoblast	AT5G46500
5.721404612208205e-10	0.6200314045478654	0.056	0.016	1.580766880307005e-5	Trichoblast	AT3G49110
5.983363547718584e-10	2.549032927093241	0.022	0.003	1.6531435145991676e-5	Trichoblast	AT1G52400
6.079476830987427e-10	2.005692502363683	0.022	0.003	1.6796986536335164e-5	Trichoblast	AT3G01990
6.143915574149824e-10	2.7247123179232755	0.019	0.002	1.697502433981855e-5	Trichoblast	AT4G38860
6.169246198291605e-10	2.0217850396397985	0.019	0.002	1.7045010321259876e-5	Trichoblast	AT2G48075
6.233027706724034e-10	0.16424629311047845	0.617	0.41	1.7221232250907833e-5	Trichoblast	AT5G11980
6.328510342613879e-10	0.10583614911437556	0.576	0.358	1.7485041225607884e-5	Trichoblast	AT1G48170
6.426424973101086e-10	0.7167947353497262	0.039	0.008	1.775556955818099e-5	Trichoblast	AT3G30720
6.458296681191932e-10	0.26294481784113405	0.766	0.627	1.784362790046519e-5	Trichoblast	AT1G11890
6.48761038448018e-10	0.31894400229706577	0.079	0.027	1.7924618731280288e-5	Trichoblast	AT4G09840
6.691943767649098e-10	2.7058844189322135	0.021	0.002	1.848917143563769e-5	Trichoblast	AT3G57720
6.940131973147434e-10	0.22946547728772915	0.714	0.486	1.9174890628609043e-5	Trichoblast	AT1G06010
6.944120723914891e-10	0.1971507187858761	0.757	0.52	1.918591114810445e-5	Trichoblast	AT5G11710
6.950091859821981e-10	1.601864150261199	0.021	0.002	1.9202408799502154e-5	Trichoblast	AT1G17540
7.037534024839051e-10	0.20173548105806494	0.893	0.675	1.9444002757227815e-5	Trichoblast	AT5G11670
7.184314057554483e-10	0.8250346490146623	0.652	0.505	1.984954130961728e-5	Trichoblast	AT1G72790
7.214524249604493e-10	0.20855735634768968	0.852	0.666	1.9933009049232254e-5	Trichoblast	AT4G16760
7.228220445128361e-10	0.6713260270641328	0.037	0.008	1.997085026784515e-5	Trichoblast	AT3G13240
7.383876912417603e-10	0.21677785941133787	0.725	0.481	2.0400913521318596e-5	Trichoblast	AT2G01060
7.566956061002947e-10	0.8681642901197586	0.067	0.021	2.0906742900945042e-5	Trichoblast	AT2G40330
7.574028281535694e-10	0.1765460996750774	0.936	0.854	2.092628273905497e-5	Trichoblast	AT1G15100
7.724653782204807e-10	0.3331626618749566	0.72	0.597	2.134244593485366e-5	Trichoblast	AT2G18400
7.73242208681947e-10	0.11619978953368593	0.563	0.345	2.1363908983673513e-5	Trichoblast	AT3G58510
7.880026327683578e-10	0.8069459591500467	0.108	0.044	2.177172474075696e-5	Trichoblast	AT3G22750
7.957865139832411e-10	0.17346467389885234	0.733	0.492	2.1986785594842968e-5	Trichoblast	AT5G12370
8.675149885148741e-10	0.18910564209241199	0.705	0.497	2.3968571617677455e-5	Trichoblast	AT2G42780
9.009841681006721e-10	0.6075880716986193	0.049	0.012	2.489329158045347e-5	Trichoblast	AT1G35350
9.366691775479282e-10	0.17723322844700617	0.606	0.402	2.5879232706471708e-5	Trichoblast	AT5G11810
9.47573826129308e-10	0.14970289457543018	0.164	0.079	2.618051724212665e-5	Trichoblast	AT1G48490
9.838376108927978e-10	0.3547327116666508	0.845	0.654	2.718244935135711e-5	Trichoblast	AT5G45410
1.0585785005861342e-9	0.21438747342060993	0.731	0.496	2.92474653926943e-5	Trichoblast	AT3G19290
1.0589223330209115e-9	0.15054528109419607	0.049	0.012	2.9256965139034765e-5	Trichoblast	AT1G06650
1.079197379767195e-9	0.2129121764278055	0.88	0.667	2.9817144405587832e-5	Trichoblast	AT1G45688
1.0879982457353808e-9	0.25139750880308576	0.247	0.134	3.0060303531422836e-5	Trichoblast	AT4G18820
1.1478001602972523e-9	0.24113100382638186	0.69	0.482	3.171257062885278e-5	Trichoblast	AT2G23820
1.1626712178259083e-9	0.11678607886856618	0.112	0.046	3.212344307731202e-5	Trichoblast	AT2G25290
1.166145290810681e-9	0.23256399295827246	0.8	0.638	3.2219428239808304e-5	Trichoblast	AT5G20060
1.1754580298215698e-9	0.24284423873281968	0.708	0.459	3.247672990594015e-5	Trichoblast	AT2G27000
1.1902916397449026e-9	0.1057108345605049	0.37	0.215	3.288656771451191e-5	Trichoblast	AT4G01210
1.2012859358700181e-9	1.1793954308148304	0.039	0.009	3.319032912215273e-5	Trichoblast	AT5G60320
1.2192553847529201e-9	0.13284306357344722	0.621	0.391	3.368680702533843e-5	Trichoblast	AT5G57370
1.230702910698761e-9	0.2659533616019707	0.735	0.588	3.400309071969607e-5	Trichoblast	AT5G40580
1.2492795026732667e-9	0.15807262355655982	0.897	0.843	3.451634337935969e-5	Trichoblast	AT2G02760
1.2549167215817727e-9	0.16906985272546127	0.647	0.435	3.46720941005828e-5	Trichoblast	AT2G20890
1.3108122390475133e-9	0.2858438335521627	0.213	0.112	3.621643135264374e-5	Trichoblast	AT2G37450
1.3531704055144706e-9	0.21763622658417692	0.705	0.488	3.7386745133959306e-5	Trichoblast	AT2G26210
1.4039070053850995e-9	0.3406536225745205	0.079	0.027	3.8788546651784916e-5	Trichoblast	AT4G37480
1.4089219460422556e-9	0.3231121807065211	0.774	0.636	3.892710444720148e-5	Trichoblast	AT5G15220
1.4112949347488532e-9	3.1211002896770568	0.015	0.001	3.8992667752176065e-5	Trichoblast	AT4G29280
1.444190854066034e-9	2.566790369994939	0.024	0.003	3.990154910699045e-5	Trichoblast	AT4G20235
1.4773228802625848e-9	0.2320600075234167	0.935	0.762	4.0816953858774956e-05	Trichoblast	AT2G30500
1.4925091955330375e-9	0.2552263733433242	0.778	0.61	4.12365365633823e-5	Trichoblast	AT2G44065
1.5899121278632532e-9	0.12869420633122242	0.609	0.395	4.3927682180733826e-5	Trichoblast	AT1G44835
1.596578713780773e-9	0.4301279235030533	0.043	0.01	4.411187328304898e-5	Trichoblast	AT3G50480
1.61389767520477e-9	0.36365083478575944	0.073	0.025	4.4590378868232595e-5	Trichoblast	AT5G45730
1.7132540122202489e-9	0.27106582836872994	0.692	0.506	4.7335495103633255e-5	Trichoblast	AT3G25150
1.7442751597696753e-9	0.13958252961428536	0.807	0.614	4.819257838927636e-5	Trichoblast	AT2G31090
1.8598463728972902e-9	0.2684861528847904	0.88	0.761	5.138569543677923e-5	Trichoblast	AT4G29040
1.9377015622144133e-9	0.15972186729225935	0.641	0.432	5.3536756462422023e-5	Trichoblast	AT4G10110
1.9613270746028017e-9	0.10723509354489039	0.83	0.633	5.418950574420081e-5	Trichoblast	AT5G27520
1.9662561375693665e-9	0.1771362303610493	0.994	0.989	5.432569082490403e-5	Trichoblast	AT4G13940
2.0061421010638553e-9	0.36257480542576537	0.712	0.526	5.5427700110293256e-5	Trichoblast	AT1G08450
2.1136210878573033e-9	1.5108066049589581	0.049	0.013	5.839723703640943e-5	Trichoblast	AT5G46450
2.1213919060382936e-9	1.2841828751480913	0.03	0.005	5.861193697193201e-5	Trichoblast	AT1G79800
2.2306579990087076e-9	0.8616961051144667	0.069	0.023	6.163084985461159e-5	Trichoblast	AT2G43890
2.3253353841837293e-9	0.23346336505612997	0.804	0.617	6.424669132961226e-5	Trichoblast	AT1G06400
2.3297546964252132e-9	0.36390911202340637	0.566	0.393	6.436879250753222e-5	Trichoblast	AT3G10820
2.4222196530741653e-9	0.15429690375307237	0.267	0.148	6.692350679478612e-5	Trichoblast	AT4G24560
2.4257106855620737e-9	1.6727934841085377	0.032	0.006	6.701996053139454e-5	Trichoblast	AT5G47800
2.5108662641558145e-9	0.22963008824601783	0.069	0.023	6.9372724012361e-5	Trichoblast	AT4G04450
2.7901516762185583e-9	0.13841637804932383	0.789	0.521	7.708910066224255e-5	Trichoblast	AT3G55960
2.8317002469792523e-9	0.10599684664984663	0.796	0.622	7.823704612378977e-5	Trichoblast	AT4G17870
2.9380189584809433e-9	0.16282137338414726	0.645	0.439	8.117452580386999e-5	Trichoblast	AT3G13235
2.955442785942968e-9	0.24322168760753282	0.744	0.539	8.165592873281826e-5	Trichoblast	AT2G18390
3.071224577092952e-9	0.23171311708807307	0.219	0.115	8.485486384050118e-5	Trichoblast	AT5G11350
3.0834898048587733e-9	2.159968136208703	0.019	0.002	8.519373981844305e-5	Trichoblast	AT1G15610
3.0981796649534775e-9	0.24321872068144257	0.895	0.737	8.559960596299963e-5	Trichoblast	AT4G08230
3.1903882483211216e-9	0.1065581078622948	0.14	0.064	8.814723691286427e-5	Trichoblast	AT1G08060
3.3065843266494297e-9	0.11408456099635766	0.555	0.365	9.135761836099709e-5	Trichoblast	AT4G39030
3.3559252025540497e-9	0.3906491497269	0.166	0.082	9.272085742136583e-5	Trichoblast	AT4G16310
3.4689663457548722e-9	0.25872365209395864	0.688	0.465	9.584407116686137e-5	Trichoblast	AT1G53380
