p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
8.390212873202578e-13	0.2987734828503632	0.515	0.351	2.31813191473714e-8	Meristematic cell	AT3G25110
8.480865928254237e-13	0.846302411961771	0.041	0.009	2.3431784473173633e-8	Meristematic cell	AT3G05470
8.571093812311798e-13	0.40788144148036976	0.195	0.109	2.3681075094036267e-8	Meristematic cell	AT3G01450
8.649136475953886e-13	0.9641984512271327	0.052	0.015	2.389669916941299e-8	Meristematic cell	AT1G76730
8.665323883755119e-13	0.24400026740778524	0.522	0.362	2.394142335842702e-8	Meristematic cell	AT1G54610
8.831354868135077e-13	0.15277722308834912	0.899	0.697	2.4400150365170404e-8	Meristematic cell	AT3G51260
8.915262732427043e-13	1.2351378788399057	0.061	0.02	2.4631979403422677e-8	Meristematic cell	AT3G04980
8.949871627148422e-13	0.7621801087263513	0.122	0.059	2.4727600318648375e-8	Meristematic cell	AT4G13860
9.006045423941219e-13	0.9452692597514307	0.068	0.023	2.4882802901807195e-8	Meristematic cell	AT1G02290
9.53207847935856e-13	0.42902132693770545	0.329	0.214	2.6336179630619764e-8	Meristematic cell	AT4G13950
9.5842532977627345e-13	0.6169355251112076	0.147	0.075	2.6480333436388658e-8	Meristematic cell	AT3G56010
9.95382018254314e-13	0.8275911988125371	0.088	0.035	2.750140978234844e-8	Meristematic cell	AT3G59420
1.0018166997949038e-12	0.22431788362864147	0.168	0.088	2.7679193598633396e-8	Meristematic cell	AT2G19380
1.0101401216495367e-12	0.2960580780549469	0.203	0.114	2.790916142105505e-8	Meristematic cell	AT1G17980
1.0661575987440012e-12	0.40536110599362907	0.112	0.05	2.945686829569801e-8	Meristematic cell	AT1G33500
1.0838992041162577e-12	0.48323693923982614	0.171	0.092	2.994705111052808e-8	Meristematic cell	AT3G12550
1.0852545192570038e-12	0.5350247634841558	0.157	0.083	2.9984497112551755e-8	Meristematic cell	AT4G38910
1.0873111509349722e-12	0.19631508328154557	0.7	0.536	3.004131978918235e-8	Meristematic cell	AT5G57655
1.0929827710772008e-12	0.6230935637338995	0.229	0.137	3.0198020982091983e-8	Meristematic cell	AT3G43610
1.1104382667836773e-12	0.2883892008197786	0.357	0.234	3.068029887296622e-8	Meristematic cell	AT5G49230
1.1157699016046752e-12	0.18408413316306316	0.976	0.903	3.0827606611435574e-8	Meristematic cell	AT1G15270
1.132946096281279e-12	1.037970617497309	0.121	0.057	3.130216769415546e-8	Meristematic cell	AT4G38120
1.1415499249505041e-12	0.24617373307883506	0.782	0.64	3.153988287645748e-8	Meristematic cell	AT3G12130
1.1587759663392115e-12	0.33241505785006575	0.86	0.727	3.201582117398607e-8	Meristematic cell	AT5G13100
1.161146932565986e-12	2.5797916536781837	0.034	0.006	3.208132859986563e-8	Meristematic cell	AT5G51810
1.1735595783998253e-12	0.7847013530443157	0.067	0.023	3.242427759160877e-8	Meristematic cell	AT3G29290
1.1754163413904065e-12	0.35360480278713435	0.155	0.08	3.247557809627554e-8	Meristematic cell	AT4G23980
1.2084671599384155e-12	0.24426651887150674	0.255	0.153	3.338873916193848e-8	Meristematic cell	AT2G41350
1.2279015402397986e-12	1.1113196525254265	0.048	0.013	3.3925691655285394e-8	Meristematic cell	AT1G06680
1.2355319091402767e-12	0.24444672961790345	0.813	0.626	3.4136511117636706e-8	Meristematic cell	AT4G12340
1.2378898632479575e-12	0.2839272483001085	0.55	0.39	3.420165903167782e-8	Meristematic cell	AT3G15690
1.2457397781989364e-12	0.23632590345928906	0.454	0.312	3.4418544331858415e-8	Meristematic cell	AT4G39240
1.259953841909203e-12	0.26149241419325797	0.688	0.508	3.4811264698109366e-8	Meristematic cell	AT5G22280
1.2726896702469171e-12	0.27283057338690997	0.623	0.468	3.516314289925207e-8	Meristematic cell	AT4G34881
1.3092867455428573e-12	0.5226482386293267	0.195	0.109	3.617428349260361e-8	Meristematic cell	AT4G32730
1.3186913433036711e-12	0.7283792943538909	0.09	0.037	3.643412312413713e-8	Meristematic cell	AT4G15975
1.364168865907319e-12	1.052219062560046	0.079	0.03	3.769062159615332e-8	Meristematic cell	AT2G14050
1.3672094387161783e-12	0.9489726693885059	0.09	0.037	3.777462958228929e-8	Meristematic cell	AT1G11900
1.4528900944941422e-12	1.6388479571545354	0.047	0.013	4.0141900420778656e-8	Meristematic cell	AT3G27870
1.4531061762180641e-12	0.21372777168526813	0.44	0.297	4.014787054272889e-8	Meristematic cell	AT4G29490
1.4694442502451315e-12	0.7561622556530683	0.137	0.068	4.059927519002274e-8	Meristematic cell	AT3G14150
1.4964126292958221e-12	0.622714860865901	0.287	0.189	4.134438453481427e-8	Meristematic cell	AT5G36160
1.5048688179107511e-12	0.2558231815905194	0.458	0.312	4.157802057005614e-8	Meristematic cell	AT5G13050
1.5435203919806184e-12	2.084328674228635	0.026	0.004	4.2645924910032504e-8	Meristematic cell	AT4G08868
1.5743243466798812e-12	0.8754864953801516	0.058	0.018	4.3497007374418435e-8	Meristematic cell	AT4G25800
1.5769797819086493e-12	0.5714777173484471	0.098	0.041	4.3570374394354075e-8	Meristematic cell	AT4G21500
1.6001874993015248e-12	0.685439532667	0.126	0.061	4.421158041820183e-8	Meristematic cell	AT3G47040
1.6028461500100534e-12	0.9303466483224465	0.072	0.026	4.428503627862776e-8	Meristematic cell	AT4G32820
1.634210162233996e-12	1.734755107245748	0.026	0.004	4.5151592572363074e-8	Meristematic cell	AT3G04450
1.6384634436592727e-12	0.17930008159251942	0.3	0.187	4.526910648486205e-8	Meristematic cell	AT1G67550
1.6421870382402594e-12	1.7859853228171279	0.03	0.005	4.5371985679540126e-8	Meristematic cell	AT2G01320
1.6946279893619378e-12	0.4122452597153403	0.173	0.093	4.682087671808098e-8	Meristematic cell	AT4G09680
1.8040642820669456e-12	0.9477925262658973	0.063	0.021	4.984449204922764e-8	Meristematic cell	AT2G03880
1.8680986790440486e-12	0.27281692015226544	0.595	0.428	5.161369840330802e-8	Meristematic cell	AT5G18420
1.874425314827209e-12	0.29162518095459555	0.411	0.28	5.178849702336096e-8	Meristematic cell	AT1G59830
1.9098060926136876e-12	0.12330639128481646	0.411	0.272	5.2766032532823575e-8	Meristematic cell	AT2G31400
1.952274956613661e-12	0.33855955669816584	0.142	0.07	5.3939404776278836e-8	Meristematic cell	AT4G17370
1.9619494434129154e-12	1.535302887611535	0.033	0.006	5.420670117205544e-8	Meristematic cell	AT3G58430
2.0019849274436833e-12	0.5560669913892831	0.164	0.089	5.531284156034152e-8	Meristematic cell	AT3G11470
2.0165341620163846e-12	0.2889754779318938	0.615	0.452	5.571482236235069e-8	Meristematic cell	AT1G15750
2.029898106092539e-12	2.012019536333848	0.035	0.007	5.608405477323075e-8	Meristematic cell	AT2G30933
2.0306143773598906e-12	0.21046553544971802	0.704	0.51	5.610384463207642e-8	Meristematic cell	AT2G26080
2.0499597655030895e-12	0.23601782735477395	0.418	0.285	5.663833836108486e-8	Meristematic cell	AT2G03150
2.0525058207029402e-12	0.2556228778676841	0.56	0.403	5.670868332020153e-8	Meristematic cell	AT5G53540
2.11562577694334e-12	0.2730805866962087	0.326	0.211	5.845262459116754e-8	Meristematic cell	AT1G70980
2.1598301890430095e-12	0.14086104136212096	0.537	0.372	5.967394829306932e-8	Meristematic cell	AT5G14710
2.1640149353643382e-12	0.8308426663088717	0.111	0.05	5.97895686491813e-8	Meristematic cell	AT5G61300
2.168485598936399e-12	0.27004949992461524	0.363	0.24	5.991308861301376e-8	Meristematic cell	AT4G09650
2.1789252395615978e-12	2.5691331979704017	0.025	0.003	6.020152544384739e-8	Meristematic cell	AT2G33260
2.2035821469034347e-12	0.27721962734619954	0.352	0.229	6.0882771136795e-8	Meristematic cell	AT3G56820
2.233082202751734e-12	2.3314612090280784	0.025	0.003	6.169782817982766e-8	Meristematic cell	AT3G25880
2.2363779558557883e-12	1.4162940568169482	0.044	0.011	6.178888654233957e-8	Meristematic cell	AT1G80315
2.2460463920673747e-12	0.21965258315721314	0.541	0.387	6.20560157664295e-8	Meristematic cell	AT1G01990
2.247918710525781e-12	0.183435520015079	0.805	0.647	6.21077460531168e-8	Meristematic cell	AT4G20850
2.279900971273613e-12	0.13158155388654214	0.169	0.088	6.299138393531865e-8	Meristematic cell	AT1G02740
2.2965935777573723e-12	1.8506671726962747	0.025	0.003	6.345258395985844e-8	Meristematic cell	AT1G10110
2.344706377270107e-12	0.2239377638368958	0.469	0.321	6.478189249759579e-8	Meristematic cell	AT3G60480
2.442843526523708e-12	0.3954732999521753	0.381	0.267	6.749332379432353e-8	Meristematic cell	AT4G25100
2.4637858310008116e-12	0.4262641881266527	0.118	0.055	6.807193872472142e-8	Meristematic cell	AT1G78540
2.498607146489029e-12	0.6969101412890799	0.171	0.094	6.903401685034539e-8	Meristematic cell	AT1G58160
2.5438183555576692e-12	0.1639269241252142	0.896	0.722	7.028315734570285e-8	Meristematic cell	AT5G55940
2.545254244158197e-12	0.38079049754061156	0.301	0.192	7.032282951184683e-8	Meristematic cell	AT4G30993
2.565707963170988e-12	0.2393063673491962	0.353	0.243	7.088794531445123e-8	Meristematic cell	AT2G46400
2.5699912571251883e-12	0.9191946886639375	0.062	0.021	7.100628844311183e-8	Meristematic cell	AT3G26350
2.5829199766721723e-12	0.8820634803945877	0.078	0.029	7.136349603547545e-8	Meristematic cell	AT1G72660
2.5969463298453107e-12	0.37603097205504943	0.276	0.171	7.175103014729609e-8	Meristematic cell	AT3G15340
2.662875823119774e-12	0.18064024069553586	0.679	0.465	7.357259611697624e-8	Meristematic cell	AT1G47250
2.6871617815998825e-12	0.20400350695477076	0.111	0.05	7.424359286382315e-8	Meristematic cell	AT5G50400
2.736383232923078e-12	0.2964552265520197	0.35	0.23	7.560353234243172e-8	Meristematic cell	AT1G15030
2.7522021993745585e-12	0.20472400300860683	0.616	0.435	7.604059456651968e-8	Meristematic cell	AT5G43010
2.795267186260467e-12	0.7539452564668858	0.078	0.029	7.723043708919045e-8	Meristematic cell	AT4G24810
2.8071733354326664e-12	0.20738499452257564	0.37	0.243	7.755939208466914e-8	Meristematic cell	AT5G65760
2.8806838194478522e-12	0.131787320561504	0.643	0.465	7.959041324752471e-8	Meristematic cell	AT1G07985
2.919011860609184e-12	0.47416173602435396	0.13	0.063	8.064937869677115e-8	Meristematic cell	AT4G24610
2.929728909486369e-12	0.5263212786073783	0.085	0.034	8.09454800401989e-8	Meristematic cell	AT4G38050
2.9461276090759225e-12	0.18474676269262247	0.263	0.16	8.139855971115866e-8	Meristematic cell	AT4G35140
2.9629363913859187e-12	0.46231934770839267	0.273	0.172	8.186296955760154e-8	Meristematic cell	AT2G39280
3.087005083268603e-12	1.762415242931036	0.034	0.007	8.529086344562823e-8	Meristematic cell	AT2G34030
3.09898291130231e-12	0.2454852851218572	0.402	0.27	8.562179885637153e-8	Meristematic cell	AT2G35320
3.248905611695577e-12	2.4121944709604968	0.022	0.002	8.97640131455371e-8	Meristematic cell	AT5G66710
3.249310306777322e-12	0.27086127829031337	0.699	0.497	8.977519446595062e-8	Meristematic cell	AT5G05950
3.2643164410830507e-12	0.45701856866761137	0.13	0.063	9.018979895068361e-8	Meristematic cell	AT5G24060
3.2795078019416267e-12	2.882495428365143	0.02	0.002	9.06095210598452e-8	Meristematic cell	AT1G70470
3.3554136452254346e-12	0.37367103851756145	0.174	0.094	9.270672360393354e-8	Meristematic cell	AT4G27620
3.365926262922053e-12	0.17315560170713917	0.21	0.118	9.29971767182734e-8	Meristematic cell	AT3G47690
3.4248675491661635e-12	0.4686135497177206	0.117	0.055	9.462566551591193e-8	Meristematic cell	AT2G46980
3.4333577633516133e-12	2.208597428957047	0.021	0.002	9.486024164364172e-8	Meristematic cell	AT5G23770
3.4390120103657567e-12	0.8295041903058724	0.075	0.028	9.50164628343955e-8	Meristematic cell	AT1G54350
3.541179856754299e-12	0.2721916426974238	0.641	0.464	9.783925826226452e-8	Meristematic cell	AT4G07390
3.6206942895998925e-12	0.35043283618800203	0.102	0.044	1.0003616252735544e-7	Meristematic cell	AT1G17040
3.644734700098387e-12	0.25281532061182865	0.241	0.145	1.0070037502901834e-7	Meristematic cell	AT1G80810
3.685182146386713e-12	1.3048706073230543	0.066	0.023	1.0181789752251848e-7	Meristematic cell	AT5G03010
3.741445813235623e-12	4.243196131947071	0.015	0	1.0337240637388704e-7	Meristematic cell	AT3G22820
3.747910044237038e-12	3.8117971833801345	0.015	0	1.0355100661222512e-7	Meristematic cell	AT2G40450
3.882140107337035e-12	1.688500648069076	0.044	0.011	1.0725964902561496e-7	Meristematic cell	AT1G14205
3.960044845720757e-12	1.5413009865793388	0.037	0.008	1.0941207904241881e-7	Meristematic cell	AT2G17695
4.009205190188362e-12	0.3389520029050015	0.284	0.178	1.1077033019971425e-7	Meristematic cell	AT5G21920
4.065889911074074e-12	0.13904271295321524	0.978	0.919	1.1233647235306558e-7	Meristematic cell	AT2G42310
4.0899862198009775e-12	0.1684661507157199	0.463	0.32	1.130022292668812e-7	Meristematic cell	AT3G18210
4.11600773754388e-12	0.520637550270326	0.29	0.188	1.1372117778059986e-7	Meristematic cell	AT5G19130
4.181370619741866e-12	0.12601689433626273	0.988	0.959	1.15527088852848e-7	Meristematic cell	AT2G27730
4.195668791941622e-12	0.8540305765392668	0.113	0.053	1.1592213305255509e-7	Meristematic cell	AT4G15510
4.289050676310063e-12	0.42181528393258194	0.189	0.107	1.1850218113577073e-7	Meristematic cell	AT4G17430
4.411240279732227e-12	0.41921220594299413	0.161	0.085	1.218781576887217e-7	Meristematic cell	AT1G74750
4.629459514822163e-12	0.9588558225090527	0.124	0.061	1.2790733693502155e-7	Meristematic cell	AT4G30000
4.6692301983783375e-12	0.17490095127117167	0.39	0.262	1.290061611509951e-7	Meristematic cell	AT1G73380
5.04229899672131e-12	1.6429205940973182	0.026	0.004	1.3931367898041308e-7	Meristematic cell	AT5G44980
5.074309803686192e-12	1.1490152338568684	0.042	0.01	1.4019810556604581e-7	Meristematic cell	AT5G14960
5.078415419211296e-12	1.384807198125519	0.04	0.01	1.403115396173889e-7	Meristematic cell	AT1G53330
5.102700084233297e-12	0.29132942450635246	0.305	0.194	1.4098250062728176e-7	Meristematic cell	AT5G26980
5.252607649786029e-12	0.25616351258689596	0.291	0.184	1.451242967559382e-7	Meristematic cell	AT3G10350
5.365154511158687e-12	0.3368424256477738	0.104	0.046	1.4823385398880336e-7	Meristematic cell	AT3G25480
5.532413087898604e-12	0.48247608505066975	0.099	0.043	1.5285504120555054e-7	Meristematic cell	AT1G27110
5.62514357170557e-12	0.5305481637321883	0.067	0.023	1.554170917426532e-7	Meristematic cell	AT4G31240
5.7701300501241754e-12	0.27699590050639644	0.395	0.263	1.5942292315488084e-7	Meristematic cell	AT3G61540
6.110663570557759e-12	0.44865522137311764	0.262	0.165	1.688315237909403e-7	Meristematic cell	AT1G60860
6.116333196152694e-12	1.2061878011276326	0.038	0.009	1.689881698765028e-7	Meristematic cell	AT2G42510
6.130623516548793e-12	0.20722036018446666	0.404	0.272	1.693829971387266e-7	Meristematic cell	AT3G56750
6.148054341312923e-12	1.3337969611408296	0.04	0.01	1.6986459339613476e-7	Meristematic cell	AT5G10370
6.266056765590835e-12	0.31950505767885673	0.161	0.085	1.7312488237650917e-7	Meristematic cell	AT5G17490
6.388530170329088e-12	1.7345172641183062	0.032	0.006	1.7650870007602238e-7	Meristematic cell	AT1G75100
6.458633744762536e-12	0.20871806500471712	0.581	0.413	1.784455917340441e-7	Meristematic cell	AT1G22200
6.5154302193016206e-12	1.9249378649649493	0.032	0.006	1.8001482152908447e-7	Meristematic cell	AT5G07660
6.560105728310547e-12	0.852621717185496	0.091	0.039	1.8124916116749212e-7	Meristematic cell	AT1G60990
6.631407688101517e-12	0.3714110120772047	0.202	0.117	1.8321916301455682e-7	Meristematic cell	AT5G40550
6.665732766021872e-12	1.884968737548065	0.034	0.007	1.841675305924183e-7	Meristematic cell	AT2G20470
6.678297164431211e-12	0.47555639240318737	0.168	0.092	1.8451467235606992e-7	Meristematic cell	AT3G05675
6.7217898949655e-12	0.4726423526642476	0.125	0.061	1.857163330080018e-7	Meristematic cell	AT3G42630
6.83860443996659e-12	1.4041814942818878	0.048	0.014	1.8894380207183691e-7	Meristematic cell	AT5G23600
7.1650458135381186e-12	0.2982633416297529	0.316	0.206	1.9796305078224467e-7	Meristematic cell	AT1G28090
7.18927919348715e-12	0.2063667272105958	0.885	0.768	1.9863259483685647e-7	Meristematic cell	AT5G59140
7.430632580628946e-12	0.9808911005044756	0.069	0.025	2.0530094757019716e-7	Meristematic cell	AT4G08700
7.519505965366952e-12	0.13842069635931598	0.268	0.166	2.0775643031712352e-7	Meristematic cell	AT1G31940
7.547988565874836e-12	0.24946993846085563	0.28	0.177	2.0854337608655587e-7	Meristematic cell	AT4G25610
7.645264240545596e-12	1.5298582662778584	0.044	0.012	2.1123100570203426e-7	Meristematic cell	AT1G09420
7.734001534960944e-12	0.14095028936268061	0.408	0.275	2.1368272840943592e-7	Meristematic cell	AT2G40950
8.075195791344303e-12	0.8619408586737372	0.098	0.043	2.2310958451905175e-7	Meristematic cell	AT1G53025
8.562641310296835e-12	0.22614561802236288	0.285	0.18	2.3657721676219125e-7	Meristematic cell	AT3G05250
8.638192458163905e-12	0.4063593456505594	0.237	0.142	2.3866461942661055e-7	Meristematic cell	AT5G19090
8.771480277629817e-12	0.8016595406449367	0.124	0.062	2.423472285906342e-7	Meristematic cell	AT4G10340
8.813891981078445e-12	0.3708891202916593	0.092	0.039	2.4351902154521636e-7	Meristematic cell	AT2G28830
8.87355843163514e-12	3.9071681679626558	0.013	0	2.4516754590764727e-7	Meristematic cell	AT4G14723
9.245793828333762e-12	0.44909837868709435	0.113	0.053	2.554520376830335e-7	Meristematic cell	AT5G24000
9.7041852857091e-12	0.1685017095355552	0.26	0.16	2.681169352588567e-7	Meristematic cell	AT5G27460
9.708230378078714e-12	0.23514734660025527	0.727	0.53	2.682286971159368e-7	Meristematic cell	AT1G28510
9.830149926032166e-12	0.9733740870459506	0.104	0.048	2.715972123063427e-7	Meristematic cell	AT5G43210
1.004759193276164e-11	0.17696311145782873	0.889	0.813	2.7760491751027133e-7	Meristematic cell	AT3G01540
1.0108658250851318e-11	0.8600506884732075	0.166	0.093	2.7929211881277106e-7	Meristematic cell	AT2G33290
